landlord,building_name,address,description,space_type,floor_suite,size_sqft,rent,contact_role,contact_name,contact_email,contact_phone,source_url,scraped_at,neighborhood,lat,lng,image_url
Paramount Group,1633 Broadway,1633 Broadway,"From its premier location to the unencumbered panoramic views, 1633 Broadway offers state-of-the art office space for a wide variety of leading industries. The forty-eight-story, 2.5 million square foot building offers expansive and efficient floor plates that offer a dynamic experience for today’s most discerning tenant in an environment unmatched in Midtown’s Central Business District. The property has direct access to the New York subway systems and is surrounded by some of the most popular and widely recognized cultural, entertainment, and retail destinations worldwide.",Office,Entire Floor 17,50706,Upon request,Leasing,Peter Brindley,pbrindley@pgre.com,212.237.3156,https://www.pgre.com/properties/3314543,2026-07-22T19:05:46Z,,40.76214,-73.98437,https://cdn-paramount-group.reol.com/paramount_group/img/57c17c7360ea85b0a6b65e78e5995752a546e3ee+720++0/paramountsf_ewing_4509_05_31_22.jpg
Paramount Group,1633 Broadway,1633 Broadway,"From its premier location to the unencumbered panoramic views, 1633 Broadway offers state-of-the art office space for a wide variety of leading industries. The forty-eight-story, 2.5 million square foot building offers expansive and efficient floor plates that offer a dynamic experience for today’s most discerning tenant in an environment unmatched in Midtown’s Central Business District. The property has direct access to the New York subway systems and is surrounded by some of the most popular and widely recognized cultural, entertainment, and retail destinations worldwide.",Office,Floor 28,51890,Upon request,Leasing,Peter Brindley,pbrindley@pgre.com,212.237.3156,https://www.pgre.com/properties/3314543,2026-07-22T19:05:46Z,,40.76214,-73.98437,https://cdn-paramount-group.reol.com/paramount_group/img/57c17c7360ea85b0a6b65e78e5995752a546e3ee+720++0/paramountsf_ewing_4509_05_31_22.jpg
Paramount Group,1633 Broadway,1633 Broadway,"From its premier location to the unencumbered panoramic views, 1633 Broadway offers state-of-the art office space for a wide variety of leading industries. The forty-eight-story, 2.5 million square foot building offers expansive and efficient floor plates that offer a dynamic experience for today’s most discerning tenant in an environment unmatched in Midtown’s Central Business District. The property has direct access to the New York subway systems and is surrounded by some of the most popular and widely recognized cultural, entertainment, and retail destinations worldwide.",Office,Entire Floor 32,52555,Upon request,Leasing,Peter Brindley,pbrindley@pgre.com,212.237.3156,https://www.pgre.com/properties/3314543,2026-07-22T19:05:46Z,,40.76214,-73.98437,https://cdn-paramount-group.reol.com/paramount_group/img/57c17c7360ea85b0a6b65e78e5995752a546e3ee+720++0/paramountsf_ewing_4509_05_31_22.jpg
Paramount Group,1633 Broadway,1633 Broadway,"From its premier location to the unencumbered panoramic views, 1633 Broadway offers state-of-the art office space for a wide variety of leading industries. The forty-eight-story, 2.5 million square foot building offers expansive and efficient floor plates that offer a dynamic experience for today’s most discerning tenant in an environment unmatched in Midtown’s Central Business District. The property has direct access to the New York subway systems and is surrounded by some of the most popular and widely recognized cultural, entertainment, and retail destinations worldwide.",Office,Entire Floor 39,53126,Upon request,Leasing,Peter Brindley,pbrindley@pgre.com,212.237.3156,https://www.pgre.com/properties/3314543,2026-07-22T19:05:46Z,,40.76214,-73.98437,https://cdn-paramount-group.reol.com/paramount_group/img/57c17c7360ea85b0a6b65e78e5995752a546e3ee+720++0/paramountsf_ewing_4509_05_31_22.jpg
Paramount Group,1633 Broadway,1633 Broadway,"From its premier location to the unencumbered panoramic views, 1633 Broadway offers state-of-the art office space for a wide variety of leading industries. The forty-eight-story, 2.5 million square foot building offers expansive and efficient floor plates that offer a dynamic experience for today’s most discerning tenant in an environment unmatched in Midtown’s Central Business District. The property has direct access to the New York subway systems and is surrounded by some of the most popular and widely recognized cultural, entertainment, and retail destinations worldwide.",Office,Entire Floor 39,53126,Upon request,Leasing,Peter Brindley,pbrindley@pgre.com,212.237.3156,https://www.pgre.com/properties/3314543,2026-07-22T19:05:46Z,,40.76214,-73.98437,https://cdn-paramount-group.reol.com/paramount_group/img/57c17c7360ea85b0a6b65e78e5995752a546e3ee+720++0/paramountsf_ewing_4509_05_31_22.jpg
Paramount Group,1633 Broadway,1633 Broadway,"From its premier location to the unencumbered panoramic views, 1633 Broadway offers state-of-the art office space for a wide variety of leading industries. The forty-eight-story, 2.5 million square foot building offers expansive and efficient floor plates that offer a dynamic experience for today’s most discerning tenant in an environment unmatched in Midtown’s Central Business District. The property has direct access to the New York subway systems and is surrounded by some of the most popular and widely recognized cultural, entertainment, and retail destinations worldwide.",Office,Floor 39,7334,Upon request,Leasing,Peter Brindley,pbrindley@pgre.com,212.237.3156,https://www.pgre.com/properties/3314543,2026-07-22T19:05:46Z,,40.76214,-73.98437,https://cdn-paramount-group.reol.com/paramount_group/img/57c17c7360ea85b0a6b65e78e5995752a546e3ee+720++0/paramountsf_ewing_4509_05_31_22.jpg
Paramount Group,1633 Broadway,1633 Broadway,"From its premier location to the unencumbered panoramic views, 1633 Broadway offers state-of-the art office space for a wide variety of leading industries. The forty-eight-story, 2.5 million square foot building offers expansive and efficient floor plates that offer a dynamic experience for today’s most discerning tenant in an environment unmatched in Midtown’s Central Business District. The property has direct access to the New York subway systems and is surrounded by some of the most popular and widely recognized cultural, entertainment, and retail destinations worldwide.",Office,Entire Floor 40A,53126,Upon request,Leasing,Peter Brindley,pbrindley@pgre.com,212.237.3156,https://www.pgre.com/properties/3314543,2026-07-22T19:05:46Z,,40.76214,-73.98437,https://cdn-paramount-group.reol.com/paramount_group/img/57c17c7360ea85b0a6b65e78e5995752a546e3ee+720++0/paramountsf_ewing_4509_05_31_22.jpg
Paramount Group,712 Fifth Avenue,712 Fifth Avenue,"Tenants and guests of 712 Fifth Avenue are greeted by an exquisite Magny du Louvre Limestone lobby upon entering through the entrance on 56th Street, off Fifth Avenue. The fifty-two-story building, designed by Kohn Pedersen Fox Associates, includes approximately 545,000 square feet and boasts unparalleled views of both Central Park and Midtown Manhattan. The office tower is within steps from Central Park and numerous luxury hotels, museums, and retail destinations.",Office,Entire Floor 0,9734,Upon request,Leasing,Peter Brindley,pbrindley@pgre.com,212.237.3156,https://www.pgre.com/properties/3314540,2026-07-22T19:05:46Z,,40.7624747,-73.9748886,https://cdn-paramount-group.reol.com/paramount_group/img/9ea37591a598c9b746a793fcfd7e2866d8a4ee10+720++0/paramountnyc_ewing_2703_05_31_22.jpg
Paramount Group,712 Fifth Avenue,712 Fifth Avenue,"Tenants and guests of 712 Fifth Avenue are greeted by an exquisite Magny du Louvre Limestone lobby upon entering through the entrance on 56th Street, off Fifth Avenue. The fifty-two-story building, designed by Kohn Pedersen Fox Associates, includes approximately 545,000 square feet and boasts unparalleled views of both Central Park and Midtown Manhattan. The office tower is within steps from Central Park and numerous luxury hotels, museums, and retail destinations.",Office,Partial Floor 0B,2702,Upon request,Leasing,Peter Brindley,pbrindley@pgre.com,212.237.3156,https://www.pgre.com/properties/3314540,2026-07-22T19:05:46Z,,40.7624747,-73.9748886,https://cdn-paramount-group.reol.com/paramount_group/img/9ea37591a598c9b746a793fcfd7e2866d8a4ee10+720++0/paramountnyc_ewing_2703_05_31_22.jpg
Paramount Group,712 Fifth Avenue,712 Fifth Avenue,"Tenants and guests of 712 Fifth Avenue are greeted by an exquisite Magny du Louvre Limestone lobby upon entering through the entrance on 56th Street, off Fifth Avenue. The fifty-two-story building, designed by Kohn Pedersen Fox Associates, includes approximately 545,000 square feet and boasts unparalleled views of both Central Park and Midtown Manhattan. The office tower is within steps from Central Park and numerous luxury hotels, museums, and retail destinations.",Office,Entire Floor 0,9866,Upon request,Leasing,Peter Brindley,pbrindley@pgre.com,212.237.3156,https://www.pgre.com/properties/3314540,2026-07-22T19:05:46Z,,40.7624747,-73.9748886,https://cdn-paramount-group.reol.com/paramount_group/img/9ea37591a598c9b746a793fcfd7e2866d8a4ee10+720++0/paramountnyc_ewing_2703_05_31_22.jpg
Paramount Group,60 Wall Street,60 Wall Street,"Originally designed in 1989 by Kevin Roche John Dinkeloo & Associates, 60 Wall Street is one of the Financial District’s finest Class A office towers. This 1.6 million square foot, forty-seven-story office building is being redeveloped in 2022 into an open, welcoming, state-of- the-art property located just steps from the New York Stock Exchange. Its impressive, transformed lobby and public atrium feature lush greenery and abundant light to promote a sense of space, openness, and wellness. 60 Wall Street offers large, efficient floor plates of 30-60k square feet, with above-standard ceiling heights and outdoor space. With sweeping views that thrill and inspire across Manhattan and a welcoming public atrium, 60 Wall Street thrives on the energy of a place undergoing transformation.",Retail,Retail,3990,Upon request,Leasing,Peter Brindley,pbrindley@pgre.com,212.237.3156,https://www.pgre.com/properties/3314548,2026-07-22T19:05:46Z,,40.7064,-74.0084,https://cdn-paramount-group.reol.com/paramount_group/img/7cfc4825294971fe109e904fb3f51f0389e7ff2f+720++0/60wall_buildingdaylight_427x640.jpg
Paramount Group,60 Wall Street,60 Wall Street,"Originally designed in 1989 by Kevin Roche John Dinkeloo & Associates, 60 Wall Street is one of the Financial District’s finest Class A office towers. This 1.6 million square foot, forty-seven-story office building is being redeveloped in 2022 into an open, welcoming, state-of- the-art property located just steps from the New York Stock Exchange. Its impressive, transformed lobby and public atrium feature lush greenery and abundant light to promote a sense of space, openness, and wellness. 60 Wall Street offers large, efficient floor plates of 30-60k square feet, with above-standard ceiling heights and outdoor space. With sweeping views that thrill and inspire across Manhattan and a welcoming public atrium, 60 Wall Street thrives on the energy of a place undergoing transformation.",Office,Entire Floor 2,45169,Upon request,Leasing,Peter Brindley,pbrindley@pgre.com,212.237.3156,https://www.pgre.com/properties/3314548,2026-07-22T19:05:46Z,,40.7064,-74.0084,https://cdn-paramount-group.reol.com/paramount_group/img/7cfc4825294971fe109e904fb3f51f0389e7ff2f+720++0/60wall_buildingdaylight_427x640.jpg
Paramount Group,60 Wall Street,60 Wall Street,"Originally designed in 1989 by Kevin Roche John Dinkeloo & Associates, 60 Wall Street is one of the Financial District’s finest Class A office towers. This 1.6 million square foot, forty-seven-story office building is being redeveloped in 2022 into an open, welcoming, state-of- the-art property located just steps from the New York Stock Exchange. Its impressive, transformed lobby and public atrium feature lush greenery and abundant light to promote a sense of space, openness, and wellness. 60 Wall Street offers large, efficient floor plates of 30-60k square feet, with above-standard ceiling heights and outdoor space. With sweeping views that thrill and inspire across Manhattan and a welcoming public atrium, 60 Wall Street thrives on the energy of a place undergoing transformation.",Office,Entire Floor 3,54410,Upon request,Leasing,Peter Brindley,pbrindley@pgre.com,212.237.3156,https://www.pgre.com/properties/3314548,2026-07-22T19:05:46Z,,40.7064,-74.0084,https://cdn-paramount-group.reol.com/paramount_group/img/7cfc4825294971fe109e904fb3f51f0389e7ff2f+720++0/60wall_buildingdaylight_427x640.jpg
Paramount Group,60 Wall Street,60 Wall Street,"Originally designed in 1989 by Kevin Roche John Dinkeloo & Associates, 60 Wall Street is one of the Financial District’s finest Class A office towers. This 1.6 million square foot, forty-seven-story office building is being redeveloped in 2022 into an open, welcoming, state-of- the-art property located just steps from the New York Stock Exchange. Its impressive, transformed lobby and public atrium feature lush greenery and abundant light to promote a sense of space, openness, and wellness. 60 Wall Street offers large, efficient floor plates of 30-60k square feet, with above-standard ceiling heights and outdoor space. With sweeping views that thrill and inspire across Manhattan and a welcoming public atrium, 60 Wall Street thrives on the energy of a place undergoing transformation.",Office,Entire Floor 4,50439,Upon request,Leasing,Peter Brindley,pbrindley@pgre.com,212.237.3156,https://www.pgre.com/properties/3314548,2026-07-22T19:05:46Z,,40.7064,-74.0084,https://cdn-paramount-group.reol.com/paramount_group/img/7cfc4825294971fe109e904fb3f51f0389e7ff2f+720++0/60wall_buildingdaylight_427x640.jpg
Paramount Group,60 Wall Street,60 Wall Street,"Originally designed in 1989 by Kevin Roche John Dinkeloo & Associates, 60 Wall Street is one of the Financial District’s finest Class A office towers. This 1.6 million square foot, forty-seven-story office building is being redeveloped in 2022 into an open, welcoming, state-of- the-art property located just steps from the New York Stock Exchange. Its impressive, transformed lobby and public atrium feature lush greenery and abundant light to promote a sense of space, openness, and wellness. 60 Wall Street offers large, efficient floor plates of 30-60k square feet, with above-standard ceiling heights and outdoor space. With sweeping views that thrill and inspire across Manhattan and a welcoming public atrium, 60 Wall Street thrives on the energy of a place undergoing transformation.",Office,Entire Floor 5,35369,Upon request,Leasing,Peter Brindley,pbrindley@pgre.com,212.237.3156,https://www.pgre.com/properties/3314548,2026-07-22T19:05:46Z,,40.7064,-74.0084,https://cdn-paramount-group.reol.com/paramount_group/img/7cfc4825294971fe109e904fb3f51f0389e7ff2f+720++0/60wall_buildingdaylight_427x640.jpg
Paramount Group,60 Wall Street,60 Wall Street,"Originally designed in 1989 by Kevin Roche John Dinkeloo & Associates, 60 Wall Street is one of the Financial District’s finest Class A office towers. This 1.6 million square foot, forty-seven-story office building is being redeveloped in 2022 into an open, welcoming, state-of- the-art property located just steps from the New York Stock Exchange. Its impressive, transformed lobby and public atrium feature lush greenery and abundant light to promote a sense of space, openness, and wellness. 60 Wall Street offers large, efficient floor plates of 30-60k square feet, with above-standard ceiling heights and outdoor space. With sweeping views that thrill and inspire across Manhattan and a welcoming public atrium, 60 Wall Street thrives on the energy of a place undergoing transformation.",Office,Entire Floor 6,35357,Upon request,Leasing,Peter Brindley,pbrindley@pgre.com,212.237.3156,https://www.pgre.com/properties/3314548,2026-07-22T19:05:46Z,,40.7064,-74.0084,https://cdn-paramount-group.reol.com/paramount_group/img/7cfc4825294971fe109e904fb3f51f0389e7ff2f+720++0/60wall_buildingdaylight_427x640.jpg
Paramount Group,60 Wall Street,60 Wall Street,"Originally designed in 1989 by Kevin Roche John Dinkeloo & Associates, 60 Wall Street is one of the Financial District’s finest Class A office towers. This 1.6 million square foot, forty-seven-story office building is being redeveloped in 2022 into an open, welcoming, state-of- the-art property located just steps from the New York Stock Exchange. Its impressive, transformed lobby and public atrium feature lush greenery and abundant light to promote a sense of space, openness, and wellness. 60 Wall Street offers large, efficient floor plates of 30-60k square feet, with above-standard ceiling heights and outdoor space. With sweeping views that thrill and inspire across Manhattan and a welcoming public atrium, 60 Wall Street thrives on the energy of a place undergoing transformation.",Office,Entire Floor 7,33007,Upon request,Leasing,Peter Brindley,pbrindley@pgre.com,212.237.3156,https://www.pgre.com/properties/3314548,2026-07-22T19:05:46Z,,40.7064,-74.0084,https://cdn-paramount-group.reol.com/paramount_group/img/7cfc4825294971fe109e904fb3f51f0389e7ff2f+720++0/60wall_buildingdaylight_427x640.jpg
Paramount Group,60 Wall Street,60 Wall Street,"Originally designed in 1989 by Kevin Roche John Dinkeloo & Associates, 60 Wall Street is one of the Financial District’s finest Class A office towers. This 1.6 million square foot, forty-seven-story office building is being redeveloped in 2022 into an open, welcoming, state-of- the-art property located just steps from the New York Stock Exchange. Its impressive, transformed lobby and public atrium feature lush greenery and abundant light to promote a sense of space, openness, and wellness. 60 Wall Street offers large, efficient floor plates of 30-60k square feet, with above-standard ceiling heights and outdoor space. With sweeping views that thrill and inspire across Manhattan and a welcoming public atrium, 60 Wall Street thrives on the energy of a place undergoing transformation.",Office,Entire Floor 8,32441,Upon request,Leasing,Peter Brindley,pbrindley@pgre.com,212.237.3156,https://www.pgre.com/properties/3314548,2026-07-22T19:05:46Z,,40.7064,-74.0084,https://cdn-paramount-group.reol.com/paramount_group/img/7cfc4825294971fe109e904fb3f51f0389e7ff2f+720++0/60wall_buildingdaylight_427x640.jpg
Paramount Group,60 Wall Street,60 Wall Street,"Originally designed in 1989 by Kevin Roche John Dinkeloo & Associates, 60 Wall Street is one of the Financial District’s finest Class A office towers. This 1.6 million square foot, forty-seven-story office building is being redeveloped in 2022 into an open, welcoming, state-of- the-art property located just steps from the New York Stock Exchange. Its impressive, transformed lobby and public atrium feature lush greenery and abundant light to promote a sense of space, openness, and wellness. 60 Wall Street offers large, efficient floor plates of 30-60k square feet, with above-standard ceiling heights and outdoor space. With sweeping views that thrill and inspire across Manhattan and a welcoming public atrium, 60 Wall Street thrives on the energy of a place undergoing transformation.",Office,Entire Floor 9,32466,Upon request,Leasing,Peter Brindley,pbrindley@pgre.com,212.237.3156,https://www.pgre.com/properties/3314548,2026-07-22T19:05:46Z,,40.7064,-74.0084,https://cdn-paramount-group.reol.com/paramount_group/img/7cfc4825294971fe109e904fb3f51f0389e7ff2f+720++0/60wall_buildingdaylight_427x640.jpg
Paramount Group,60 Wall Street,60 Wall Street,"Originally designed in 1989 by Kevin Roche John Dinkeloo & Associates, 60 Wall Street is one of the Financial District’s finest Class A office towers. This 1.6 million square foot, forty-seven-story office building is being redeveloped in 2022 into an open, welcoming, state-of- the-art property located just steps from the New York Stock Exchange. Its impressive, transformed lobby and public atrium feature lush greenery and abundant light to promote a sense of space, openness, and wellness. 60 Wall Street offers large, efficient floor plates of 30-60k square feet, with above-standard ceiling heights and outdoor space. With sweeping views that thrill and inspire across Manhattan and a welcoming public atrium, 60 Wall Street thrives on the energy of a place undergoing transformation.",Office,Entire Floor 10,32472,Upon request,Leasing,Peter Brindley,pbrindley@pgre.com,212.237.3156,https://www.pgre.com/properties/3314548,2026-07-22T19:05:46Z,,40.7064,-74.0084,https://cdn-paramount-group.reol.com/paramount_group/img/7cfc4825294971fe109e904fb3f51f0389e7ff2f+720++0/60wall_buildingdaylight_427x640.jpg
Paramount Group,60 Wall Street,60 Wall Street,"Originally designed in 1989 by Kevin Roche John Dinkeloo & Associates, 60 Wall Street is one of the Financial District’s finest Class A office towers. This 1.6 million square foot, forty-seven-story office building is being redeveloped in 2022 into an open, welcoming, state-of- the-art property located just steps from the New York Stock Exchange. Its impressive, transformed lobby and public atrium feature lush greenery and abundant light to promote a sense of space, openness, and wellness. 60 Wall Street offers large, efficient floor plates of 30-60k square feet, with above-standard ceiling heights and outdoor space. With sweeping views that thrill and inspire across Manhattan and a welcoming public atrium, 60 Wall Street thrives on the energy of a place undergoing transformation.",Office,Entire Floor 11,31690,Upon request,Leasing,Peter Brindley,pbrindley@pgre.com,212.237.3156,https://www.pgre.com/properties/3314548,2026-07-22T19:05:46Z,,40.7064,-74.0084,https://cdn-paramount-group.reol.com/paramount_group/img/7cfc4825294971fe109e904fb3f51f0389e7ff2f+720++0/60wall_buildingdaylight_427x640.jpg
