landlord,building_name,address,description,space_type,floor_suite,size_sqft,rent,contact_role,contact_name,contact_email,contact_phone,source_url,scraped_at,neighborhood,lat,lng
SL Green,100 Church Street,100 Church Street,"Constructed in 1958, 100 Church is an early downtown example of the new modern architecture which rose on Park Avenue and other Midtown blocks. One of the first Mid-Century Modern designs by Emery Roth & Sons, successor to the celebrated apartment designer, the building was the first postwar project downtown to fill a block with new construction. In its cubistic treatment, abstract massing and silver-blue façade scheme of alternating aluminum spandrels and navy panels, it illustrates the trend for clean lines based on the newest forms of engineering and technology. 100 Church Street is a block away from City Hall Park, one of New York’s oldest and most charming public spaces. Extensively restored and featuring a fountain dating from 1842, the park was where crowds gathered to hear George Washington read the Declaration of Independence in 1776 and where, in 1827, two days of celebrations marked the abolition of slavery in New York State.",Office,,50191,,Leasing (SL Green),Steven Durels,steven.durels@slgreen.com,(212) 216-1617,https://slgreen.com/properties/100-church-street/,2026-07-20T16:36:45+00:00,,,
SL Green,100 Church Street,100 Church Street,"Constructed in 1958, 100 Church is an early downtown example of the new modern architecture which rose on Park Avenue and other Midtown blocks. One of the first Mid-Century Modern designs by Emery Roth & Sons, successor to the celebrated apartment designer, the building was the first postwar project downtown to fill a block with new construction. In its cubistic treatment, abstract massing and silver-blue façade scheme of alternating aluminum spandrels and navy panels, it illustrates the trend for clean lines based on the newest forms of engineering and technology. 100 Church Street is a block away from City Hall Park, one of New York’s oldest and most charming public spaces. Extensively restored and featuring a fountain dating from 1842, the park was where crowds gathered to hear George Washington read the Declaration of Independence in 1776 and where, in 1827, two days of celebrations marked the abolition of slavery in New York State.",Office,,30395,,Leasing (SL Green),Steven Durels,steven.durels@slgreen.com,(212) 216-1617,https://slgreen.com/properties/100-church-street/,2026-07-20T16:36:45+00:00,,,
SL Green,100 Park Avenue,100 Park Avenue,"Through a $72 million redevelopment completed in 2008 by renowned contemporary architects Moed de Armas and Shannon (MdeAS), 100 Park Avenue is both classic corporate convenience a block from Grand Central Terminal, and all-new ultra-modern LEED Gold-certified office headquarters space. The building now boasts a new stunning metal and glass facade, a soaring two-story-high atrium lobby, new elevator cabs, as well as significant infrastructure upgrades such as the new cooling plant, increased electric capacity, and a state-of-the-art security system. It is also one of the first buildings in SL Green’s New York portfolio to install green roofs. Along with this, recycling and energy reduction initiatives have been instated, providing a significant reduction in the building’s carbon footprint. The property was awarded “International Building of the Year” by the Building Owners and Managers Association (BOMA). Built in 1949, 100 Park Avenue was one of the first of a handful of new office towers to rise on Park Avenue south of Grand Central Terminal during the postwar period. MdeAS’ new design incorporates a glass curtain wall on Park Avenue and aluminum composite metal paneling, creating a bold, bright presence on the street while showing off the structure’s handsome original proportions and setbacks and insuring dramatic views. The building remained fully occupied during the renovation process and is one of the most desirable locations in Midtown; in addition to the benefits of a location a block south of Grand Central’s transport hub, the New York Public Library and Bryant Park are a block to the west.",Office,Entire 23rd Floor,10889,,Leasing (SL Green),Larry Swiger,larry.swiger@slgreen.com,(212) 216-1628,https://slgreen.com/properties/100-park-avenue/,2026-07-20T16:36:45+00:00,,,
SL Green,100 Park Avenue,100 Park Avenue,"Through a $72 million redevelopment completed in 2008 by renowned contemporary architects Moed de Armas and Shannon (MdeAS), 100 Park Avenue is both classic corporate convenience a block from Grand Central Terminal, and all-new ultra-modern LEED Gold-certified office headquarters space. The building now boasts a new stunning metal and glass facade, a soaring two-story-high atrium lobby, new elevator cabs, as well as significant infrastructure upgrades such as the new cooling plant, increased electric capacity, and a state-of-the-art security system. It is also one of the first buildings in SL Green’s New York portfolio to install green roofs. Along with this, recycling and energy reduction initiatives have been instated, providing a significant reduction in the building’s carbon footprint. The property was awarded “International Building of the Year” by the Building Owners and Managers Association (BOMA). Built in 1949, 100 Park Avenue was one of the first of a handful of new office towers to rise on Park Avenue south of Grand Central Terminal during the postwar period. MdeAS’ new design incorporates a glass curtain wall on Park Avenue and aluminum composite metal paneling, creating a bold, bright presence on the street while showing off the structure’s handsome original proportions and setbacks and insuring dramatic views. The building remained fully occupied during the renovation process and is one of the most desirable locations in Midtown; in addition to the benefits of a location a block south of Grand Central’s transport hub, the New York Public Library and Bryant Park are a block to the west.",Office,Entire 24th Floor,10889,,Leasing (SL Green),Larry Swiger,larry.swiger@slgreen.com,(212) 216-1628,https://slgreen.com/properties/100-park-avenue/,2026-07-20T16:36:45+00:00,,,
SL Green,100 Park Avenue,100 Park Avenue,"Through a $72 million redevelopment completed in 2008 by renowned contemporary architects Moed de Armas and Shannon (MdeAS), 100 Park Avenue is both classic corporate convenience a block from Grand Central Terminal, and all-new ultra-modern LEED Gold-certified office headquarters space. The building now boasts a new stunning metal and glass facade, a soaring two-story-high atrium lobby, new elevator cabs, as well as significant infrastructure upgrades such as the new cooling plant, increased electric capacity, and a state-of-the-art security system. It is also one of the first buildings in SL Green’s New York portfolio to install green roofs. Along with this, recycling and energy reduction initiatives have been instated, providing a significant reduction in the building’s carbon footprint. The property was awarded “International Building of the Year” by the Building Owners and Managers Association (BOMA). Built in 1949, 100 Park Avenue was one of the first of a handful of new office towers to rise on Park Avenue south of Grand Central Terminal during the postwar period. MdeAS’ new design incorporates a glass curtain wall on Park Avenue and aluminum composite metal paneling, creating a bold, bright presence on the street while showing off the structure’s handsome original proportions and setbacks and insuring dramatic views. The building remained fully occupied during the renovation process and is one of the most desirable locations in Midtown; in addition to the benefits of a location a block south of Grand Central’s transport hub, the New York Public Library and Bryant Park are a block to the west.",Office,3510,5726,,Leasing (SL Green),Larry Swiger,larry.swiger@slgreen.com,(212) 216-1628,https://slgreen.com/properties/100-park-avenue/,2026-07-20T16:36:45+00:00,,,
SL Green,100 Park Avenue,100 Park Avenue,"Through a $72 million redevelopment completed in 2008 by renowned contemporary architects Moed de Armas and Shannon (MdeAS), 100 Park Avenue is both classic corporate convenience a block from Grand Central Terminal, and all-new ultra-modern LEED Gold-certified office headquarters space. The building now boasts a new stunning metal and glass facade, a soaring two-story-high atrium lobby, new elevator cabs, as well as significant infrastructure upgrades such as the new cooling plant, increased electric capacity, and a state-of-the-art security system. It is also one of the first buildings in SL Green’s New York portfolio to install green roofs. Along with this, recycling and energy reduction initiatives have been instated, providing a significant reduction in the building’s carbon footprint. The property was awarded “International Building of the Year” by the Building Owners and Managers Association (BOMA). Built in 1949, 100 Park Avenue was one of the first of a handful of new office towers to rise on Park Avenue south of Grand Central Terminal during the postwar period. MdeAS’ new design incorporates a glass curtain wall on Park Avenue and aluminum composite metal paneling, creating a bold, bright presence on the street while showing off the structure’s handsome original proportions and setbacks and insuring dramatic views. The building remained fully occupied during the renovation process and is one of the most desirable locations in Midtown; in addition to the benefits of a location a block south of Grand Central’s transport hub, the New York Public Library and Bryant Park are a block to the west.",Office,,21778,,Leasing (SL Green),Larry Swiger,larry.swiger@slgreen.com,(212) 216-1628,https://slgreen.com/properties/100-park-avenue/,2026-07-20T16:36:45+00:00,,,
SL Green,11 Madison Avenue,11 Madison Avenue,"Eleven Madison Avenue is a 30-story office tower situated on a full city block between Park Avenue South and Madison Avenue, and 24th and 25th Streets. Located in Manhattan’s Midtown South neighborhood, the building is adjacent to the vibrant Madison Square Park and is within steps of the neighborhood’s many fine restaurants and shopping locations. The architecturally stunning building offers immediate access to the 6 subway line and is located one block from the N and R subway lines. This unique property features oversized floor plates (100,000 square feet). The property serves as the North American headquarters of Credit Suisse, the US headquarters of SONY and is home to the world-renowned, 3 Michelin Star restaurant Eleven Madison Park. The former Metropolitan Life North Building, Eleven Madison Avenue was designed by Harvey Wiley Corbett and Dan Everett Wade in 1928 and was finished in 1950. Wade was the house architect for the Metropolitan Life Insurance Company while Corbett, one of the most important advocates of skyscraper design in America, had been selected to design Rockefeller Center, but left that project to design Eleven Madison Avenue. The building was conceived as a 100-story spire that would have been the tallest in the world. The Great Depression put a stop to the original plan and the building was completed with 30 floors – although the base is designed to support an additional 70 stories. The building is one of the finest Art Deco structures in America, employing the setback codes of the era to create a highly faceted and sculptural mass of Alabama limestone that rises in a series of linked bays. Arches at each corner of the building open into a beautiful double-height lobby finished with elegant marble inlay and ceiling designs. The interiors were renovated in 1994-1997 by Haines Lundberg Waehler, and the building was placed on the National Register in 1996. Eleven Madison Avenue is a spectacular presence in Midtown South.",Office,Entire 11th Floor,98420,,Leasing (SL Green),David Kaufman,david.kaufman@slgreen.com,(212) 356-4104,https://slgreen.com/properties/11-madison-avenue/,2026-07-20T16:36:45+00:00,,,
SL Green,110 Greene Street,110 Greene Street,"The SoHo Building, located at 110 Greene Street, is a unique office building, offering commercial space for creative and cutting-edge firms. At the epicenter of SoHo, on Greene Street between Prince and Spring Streets, the building provides its tenants access to the best shopping, restaurants, and nightlife in Manhattan, as well as access to 11 subway lines. A 13-story, 295,000-square-foot, Class A office building, 110 Greene Street has four exposures and frontages on both Greene and Mercer Streets. Built as two structures by Charles “Broadway” Rouse, a noted New York City merchant, the Mercer Street building was completed in 1908 and the Greene Street building in 1920. Years later these two buildings were joined to make up what is now the SoHo Building. A rare early skyscraper in the cast iron district, the SoHo Building offers fantastic views and unparalleled natural light on its upper stories. The building also features high ceilings, open floorplates and historic details throughout. The largest surviving collection of cast iron buildings in the world, the SoHo Cast Iron Historic District was reclaimed from light industrial and warehouse use in the 1950s and 1960s by the artists associated with Pop and Abstract movements in American Art. As galleries moved to Chelsea, chic boutiques, creative industries and stylish hotels moved in, making the neighborhood a draw for locals and international visitors alike. The term “SoHo effect” refers globally to the rejuvenation of a compact older district in or near a city’s center. The SoHo Building itself is not cast iron, but rather a steel-framed skyscraper in a highly modified Colonial Revival style on Greene Street and late Beaux Arts on Mercer Street. The merchant Charles Rouse, who took the middle name of “Broadway” to honor the street where he built his first department store, was an entrepreneur who moved to New York from Virginia after the Civil War, which had bankrupted him. After a stint in debtor’s prison, he made good on his debt by reselling auctioned goods – the E-Bay of its time. His department store was one of the most lavish of the 19th century, selling “everything calculated to make a man fashionable, a lady irresistible and a family comfortable” with goods and fashions coming from as far away as Japan. Surrounded by boutiques that Rouse would no doubt admire, the SoHo Building offers an atmospheric yet practical location for a broad range of creative tenants. Its namesake would be delighted to see that 110 Greene Street still sets the standards for the neighborhood and New York.",Office,300,3755,,Leasing (SL Green),Larry Swiger,larry.swiger@slgreen.com,(212) 216-1628,https://slgreen.com/properties/110-greene-street/,2026-07-20T16:36:45+00:00,,,
SL Green,110 Greene Street,110 Greene Street,"The SoHo Building, located at 110 Greene Street, is a unique office building, offering commercial space for creative and cutting-edge firms. At the epicenter of SoHo, on Greene Street between Prince and Spring Streets, the building provides its tenants access to the best shopping, restaurants, and nightlife in Manhattan, as well as access to 11 subway lines. A 13-story, 295,000-square-foot, Class A office building, 110 Greene Street has four exposures and frontages on both Greene and Mercer Streets. Built as two structures by Charles “Broadway” Rouse, a noted New York City merchant, the Mercer Street building was completed in 1908 and the Greene Street building in 1920. Years later these two buildings were joined to make up what is now the SoHo Building. A rare early skyscraper in the cast iron district, the SoHo Building offers fantastic views and unparalleled natural light on its upper stories. The building also features high ceilings, open floorplates and historic details throughout. The largest surviving collection of cast iron buildings in the world, the SoHo Cast Iron Historic District was reclaimed from light industrial and warehouse use in the 1950s and 1960s by the artists associated with Pop and Abstract movements in American Art. As galleries moved to Chelsea, chic boutiques, creative industries and stylish hotels moved in, making the neighborhood a draw for locals and international visitors alike. The term “SoHo effect” refers globally to the rejuvenation of a compact older district in or near a city’s center. The SoHo Building itself is not cast iron, but rather a steel-framed skyscraper in a highly modified Colonial Revival style on Greene Street and late Beaux Arts on Mercer Street. The merchant Charles Rouse, who took the middle name of “Broadway” to honor the street where he built his first department store, was an entrepreneur who moved to New York from Virginia after the Civil War, which had bankrupted him. After a stint in debtor’s prison, he made good on his debt by reselling auctioned goods – the E-Bay of its time. His department store was one of the most lavish of the 19th century, selling “everything calculated to make a man fashionable, a lady irresistible and a family comfortable” with goods and fashions coming from as far away as Japan. Surrounded by boutiques that Rouse would no doubt admire, the SoHo Building offers an atmospheric yet practical location for a broad range of creative tenants. Its namesake would be delighted to see that 110 Greene Street still sets the standards for the neighborhood and New York.",Office,303,4126,,Leasing (SL Green),Larry Swiger,larry.swiger@slgreen.com,(212) 216-1628,https://slgreen.com/properties/110-greene-street/,2026-07-20T16:36:45+00:00,,,
SL Green,110 Greene Street,110 Greene Street,"The SoHo Building, located at 110 Greene Street, is a unique office building, offering commercial space for creative and cutting-edge firms. At the epicenter of SoHo, on Greene Street between Prince and Spring Streets, the building provides its tenants access to the best shopping, restaurants, and nightlife in Manhattan, as well as access to 11 subway lines. A 13-story, 295,000-square-foot, Class A office building, 110 Greene Street has four exposures and frontages on both Greene and Mercer Streets. Built as two structures by Charles “Broadway” Rouse, a noted New York City merchant, the Mercer Street building was completed in 1908 and the Greene Street building in 1920. Years later these two buildings were joined to make up what is now the SoHo Building. A rare early skyscraper in the cast iron district, the SoHo Building offers fantastic views and unparalleled natural light on its upper stories. The building also features high ceilings, open floorplates and historic details throughout. The largest surviving collection of cast iron buildings in the world, the SoHo Cast Iron Historic District was reclaimed from light industrial and warehouse use in the 1950s and 1960s by the artists associated with Pop and Abstract movements in American Art. As galleries moved to Chelsea, chic boutiques, creative industries and stylish hotels moved in, making the neighborhood a draw for locals and international visitors alike. The term “SoHo effect” refers globally to the rejuvenation of a compact older district in or near a city’s center. The SoHo Building itself is not cast iron, but rather a steel-framed skyscraper in a highly modified Colonial Revival style on Greene Street and late Beaux Arts on Mercer Street. The merchant Charles Rouse, who took the middle name of “Broadway” to honor the street where he built his first department store, was an entrepreneur who moved to New York from Virginia after the Civil War, which had bankrupted him. After a stint in debtor’s prison, he made good on his debt by reselling auctioned goods – the E-Bay of its time. His department store was one of the most lavish of the 19th century, selling “everything calculated to make a man fashionable, a lady irresistible and a family comfortable” with goods and fashions coming from as far away as Japan. Surrounded by boutiques that Rouse would no doubt admire, the SoHo Building offers an atmospheric yet practical location for a broad range of creative tenants. Its namesake would be delighted to see that 110 Greene Street still sets the standards for the neighborhood and New York.",Office,400-06,3755,,Leasing (SL Green),Larry Swiger,larry.swiger@slgreen.com,(212) 216-1628,https://slgreen.com/properties/110-greene-street/,2026-07-20T16:36:45+00:00,,,
SL Green,110 Greene Street,110 Greene Street,"The SoHo Building, located at 110 Greene Street, is a unique office building, offering commercial space for creative and cutting-edge firms. At the epicenter of SoHo, on Greene Street between Prince and Spring Streets, the building provides its tenants access to the best shopping, restaurants, and nightlife in Manhattan, as well as access to 11 subway lines. A 13-story, 295,000-square-foot, Class A office building, 110 Greene Street has four exposures and frontages on both Greene and Mercer Streets. Built as two structures by Charles “Broadway” Rouse, a noted New York City merchant, the Mercer Street building was completed in 1908 and the Greene Street building in 1920. Years later these two buildings were joined to make up what is now the SoHo Building. A rare early skyscraper in the cast iron district, the SoHo Building offers fantastic views and unparalleled natural light on its upper stories. The building also features high ceilings, open floorplates and historic details throughout. The largest surviving collection of cast iron buildings in the world, the SoHo Cast Iron Historic District was reclaimed from light industrial and warehouse use in the 1950s and 1960s by the artists associated with Pop and Abstract movements in American Art. As galleries moved to Chelsea, chic boutiques, creative industries and stylish hotels moved in, making the neighborhood a draw for locals and international visitors alike. The term “SoHo effect” refers globally to the rejuvenation of a compact older district in or near a city’s center. The SoHo Building itself is not cast iron, but rather a steel-framed skyscraper in a highly modified Colonial Revival style on Greene Street and late Beaux Arts on Mercer Street. The merchant Charles Rouse, who took the middle name of “Broadway” to honor the street where he built his first department store, was an entrepreneur who moved to New York from Virginia after the Civil War, which had bankrupted him. After a stint in debtor’s prison, he made good on his debt by reselling auctioned goods – the E-Bay of its time. His department store was one of the most lavish of the 19th century, selling “everything calculated to make a man fashionable, a lady irresistible and a family comfortable” with goods and fashions coming from as far away as Japan. Surrounded by boutiques that Rouse would no doubt admire, the SoHo Building offers an atmospheric yet practical location for a broad range of creative tenants. Its namesake would be delighted to see that 110 Greene Street still sets the standards for the neighborhood and New York.",Office,711,12175,,Leasing (SL Green),Larry Swiger,larry.swiger@slgreen.com,(212) 216-1628,https://slgreen.com/properties/110-greene-street/,2026-07-20T16:36:45+00:00,,,
SL Green,110 Greene Street,110 Greene Street,"The SoHo Building, located at 110 Greene Street, is a unique office building, offering commercial space for creative and cutting-edge firms. At the epicenter of SoHo, on Greene Street between Prince and Spring Streets, the building provides its tenants access to the best shopping, restaurants, and nightlife in Manhattan, as well as access to 11 subway lines. A 13-story, 295,000-square-foot, Class A office building, 110 Greene Street has four exposures and frontages on both Greene and Mercer Streets. Built as two structures by Charles “Broadway” Rouse, a noted New York City merchant, the Mercer Street building was completed in 1908 and the Greene Street building in 1920. Years later these two buildings were joined to make up what is now the SoHo Building. A rare early skyscraper in the cast iron district, the SoHo Building offers fantastic views and unparalleled natural light on its upper stories. The building also features high ceilings, open floorplates and historic details throughout. The largest surviving collection of cast iron buildings in the world, the SoHo Cast Iron Historic District was reclaimed from light industrial and warehouse use in the 1950s and 1960s by the artists associated with Pop and Abstract movements in American Art. As galleries moved to Chelsea, chic boutiques, creative industries and stylish hotels moved in, making the neighborhood a draw for locals and international visitors alike. The term “SoHo effect” refers globally to the rejuvenation of a compact older district in or near a city’s center. The SoHo Building itself is not cast iron, but rather a steel-framed skyscraper in a highly modified Colonial Revival style on Greene Street and late Beaux Arts on Mercer Street. The merchant Charles Rouse, who took the middle name of “Broadway” to honor the street where he built his first department store, was an entrepreneur who moved to New York from Virginia after the Civil War, which had bankrupted him. After a stint in debtor’s prison, he made good on his debt by reselling auctioned goods – the E-Bay of its time. His department store was one of the most lavish of the 19th century, selling “everything calculated to make a man fashionable, a lady irresistible and a family comfortable” with goods and fashions coming from as far away as Japan. Surrounded by boutiques that Rouse would no doubt admire, the SoHo Building offers an atmospheric yet practical location for a broad range of creative tenants. Its namesake would be delighted to see that 110 Greene Street still sets the standards for the neighborhood and New York.",Office,805,1358,,Leasing (SL Green),Larry Swiger,larry.swiger@slgreen.com,(212) 216-1628,https://slgreen.com/properties/110-greene-street/,2026-07-20T16:36:45+00:00,,,
