landlord,building_name,address,description,space_type,floor_suite,size_sqft,rent,contact_role,contact_name,contact_email,contact_phone,source_url,scraped_at,neighborhood,lat,lng
The Durst Organization,Sven,1155 Avenue of the Americas 1133 Avenue,"Steps from Queens Plaza subway entrance. Adjacent to Residential Lobby. 21'-2"" slab height.. Opened in 2022 and designed by Handel Architects with interior amenities designed by Selldorf Architects, Sven is a 71-story residential tower in Long Island City, which incorporates the best of design and technology",Retail,Retail 5,1392,Upon Request,Inquiry form,,,,https://www.durst.org/properties/Sven,2026-07-20T08:53:18Z,,40.756678,-73.983372
The Durst Organization,Sven,1155 Avenue of the Americas 1133 Avenue,"Dramatic double-height space with mezzanine. 29'-1"" Ceiling Heights. Steps from Queens Plaza subway entrance.. Opened in 2022 and designed by Handel Architects with interior amenities designed by Selldorf Architects, Sven is a 71-story residential tower in Long Island City, which incorporates the best of design and technology",Retail,Retail 3,4719,Upon Request,Inquiry form,,,,https://www.durst.org/properties/Sven,2026-07-20T08:53:18Z,,40.756678,-73.983372
The Durst Organization,1133 Avenue of the Americas,1155 Avenue of the Americas 1133 Avenue,"Full Floor Opportunity. Space to be Delivered Raw. Superb Midtown and West Side Views. 116k Contiguous Block Available. Arranged Possession.. With its limestone façade and sleek modernist lines, 1133 Avenue of the Americas led the transformation of Sixth Avenue into a global business hub. Located between 43rd and 44th streets, the tower maintains a distinctive presence overlooking Bryant Park",Office,Entire 42,23456,Upon Request,Inquiry form,,,,https://www.durst.org/properties/1133-avenue-of-the-americas,2026-07-20T08:53:18Z,,40.756678,-73.983372
The Durst Organization,1133 Avenue of the Americas,1155 Avenue of the Americas 1133 Avenue,"With its limestone façade and sleek modernist lines, 1133 Avenue of the Americas led the transformation of Sixth Avenue into a global business hub. Located between 43rd and 44th streets, the tower maintains a distinctive presence overlooking Bryant Park",Office,Entire Floor 41,23456,Upon Request,Inquiry form,,,,https://www.durst.org/properties/1133-avenue-of-the-americas,2026-07-20T08:53:18Z,,40.756678,-73.983372
The Durst Organization,1133 Avenue of the Americas,1155 Avenue of the Americas 1133 Avenue,"Full Floor Opportunity. Space to be Delivered Raw. Superb Midtown and West Side Views. 116k Contiguous Block Available. Arranged Possession.. With its limestone façade and sleek modernist lines, 1133 Avenue of the Americas led the transformation of Sixth Avenue into a global business hub. Located between 43rd and 44th streets, the tower maintains a distinctive presence overlooking Bryant Park",Office,Entire 40,22872,Upon Request,Inquiry form,,,,https://www.durst.org/properties/1133-avenue-of-the-americas,2026-07-20T08:53:18Z,,40.756678,-73.983372
The Durst Organization,1133 Avenue of the Americas,1155 Avenue of the Americas 1133 Avenue,"Full Floor Opportunity. Space to be Delivered Raw. Superb Midtown and West Side Views. 116k Contiguous Block Available. Arranged Possession.. With its limestone façade and sleek modernist lines, 1133 Avenue of the Americas led the transformation of Sixth Avenue into a global business hub. Located between 43rd and 44th streets, the tower maintains a distinctive presence overlooking Bryant Park",Office,Entire 39,22872,Upon Request,Inquiry form,,,,https://www.durst.org/properties/1133-avenue-of-the-americas,2026-07-20T08:53:18Z,,40.756678,-73.983372
The Durst Organization,1133 Avenue of the Americas,1155 Avenue of the Americas 1133 Avenue,"Full Floor, Build-toSuit Opportunity. Floor to be Delivered Raw. Superb Midtown and West Side Views.. With its limestone façade and sleek modernist lines, 1133 Avenue of the Americas led the transformation of Sixth Avenue into a global business hub. Located between 43rd and 44th streets, the tower maintains a distinctive presence overlooking Bryant Park",Office,Entire Floor 38,22858,Upon Request,Inquiry form,,,,https://www.durst.org/properties/1133-avenue-of-the-americas,2026-07-20T08:53:18Z,,40.756678,-73.983372
The Durst Organization,1133 Avenue of the Americas,1155 Avenue of the Americas 1133 Avenue,"Full-Floor Presence. Build-to-Suit Opportunity. Exceptional Light and Midtown West Views.. With its limestone façade and sleek modernist lines, 1133 Avenue of the Americas led the transformation of Sixth Avenue into a global business hub. Located between 43rd and 44th streets, the tower maintains a distinctive presence overlooking Bryant Park",Office,Entire 31,22915,Upon Request,Inquiry form,,,,https://www.durst.org/properties/1133-avenue-of-the-americas,2026-07-20T08:53:18Z,,40.756678,-73.983372
The Durst Organization,1133 Avenue of the Americas,1155 Avenue of the Americas 1133 Avenue,"Full-Floor, Build-to-Suit Opportunity. Floor to be Delivered Raw. Superb Midtown and West Side Views.. With its limestone façade and sleek modernist lines, 1133 Avenue of the Americas led the transformation of Sixth Avenue into a global business hub. Located between 43rd and 44th streets, the tower maintains a distinctive presence overlooking Bryant Park",Office,Partial 30,11458,Upon Request,Inquiry form,,,,https://www.durst.org/properties/1133-avenue-of-the-americas,2026-07-20T08:53:18Z,,40.756678,-73.983372
The Durst Organization,1133 Avenue of the Americas,1155 Avenue of the Americas 1133 Avenue,"Built Space. Perimeter Offices & Open Work Layout. Superb Views of Midtown & Bryant Park.. With its limestone façade and sleek modernist lines, 1133 Avenue of the Americas led the transformation of Sixth Avenue into a global business hub. Located between 43rd and 44th streets, the tower maintains a distinctive presence overlooking Bryant Park",Office,Entire 17 *,22111,Upon Request,Inquiry form,,,,https://www.durst.org/properties/1133-avenue-of-the-americas,2026-07-20T08:53:18Z,,40.756678,-73.983372
The Durst Organization,1133 Avenue of the Americas,1155 Avenue of the Americas 1133 Avenue,"Premium Move-In Ready Office Space. Blended Open and Private Office Layout. Fully Furnished and Wired. Sit/Stand Desks. LED Lighting. (Durst Ready prebuilt). With its limestone façade and sleek modernist lines, 1133 Avenue of the Americas led the transformation of Sixth Avenue into a global business hub. Located between 43rd and 44th streets, the tower maintains a distinctive presence overlooking Bryant Park",Office,Entire Floor 16,22111,Upon Request,Inquiry form,,,,https://www.durst.org/properties/1133-avenue-of-the-americas,2026-07-20T08:53:18Z,,40.756678,-73.983372
The Durst Organization,1133 Avenue of the Americas,1155 Avenue of the Americas 1133 Avenue,"Modern Buildout. Efficient Blended Layout. Exceptional Light and Midtown Views.. With its limestone façade and sleek modernist lines, 1133 Avenue of the Americas led the transformation of Sixth Avenue into a global business hub. Located between 43rd and 44th streets, the tower maintains a distinctive presence overlooking Bryant Park",Office,Entire Floor 14,8906,Upon Request,Inquiry form,,,,https://www.durst.org/properties/1133-avenue-of-the-americas,2026-07-20T08:53:18Z,,40.756678,-73.983372
The Durst Organization,1133 Avenue of the Americas,1155 Avenue of the Americas 1133 Avenue,"Built Space. Exceptional Light and Midtown Views.. With its limestone façade and sleek modernist lines, 1133 Avenue of the Americas led the transformation of Sixth Avenue into a global business hub. Located between 43rd and 44th streets, the tower maintains a distinctive presence overlooking Bryant Park",Office,Partial Floor 6,11700,Upon Request,Inquiry form,,,,https://www.durst.org/properties/1133-avenue-of-the-americas,2026-07-20T08:53:18Z,,40.756678,-73.983372
The Durst Organization,1133 Avenue of the Americas,1155 Avenue of the Americas 1133 Avenue,"Built Space. Exceptional Light and Midtown Views. (Durst Ready prebuilt). With its limestone façade and sleek modernist lines, 1133 Avenue of the Americas led the transformation of Sixth Avenue into a global business hub. Located between 43rd and 44th streets, the tower maintains a distinctive presence overlooking Bryant Park",Office,Partial 6,3273,Upon Request,Inquiry form,,,,https://www.durst.org/properties/1133-avenue-of-the-americas,2026-07-20T08:53:18Z,,40.756678,-73.983372
The Durst Organization,Halletts Point,1155 Avenue of the Americas 1133 Avenue,"Approximate 133' of Frontage. 12"" Slab-to-Slab Heights. All-Glass Storefront. Accommodation for Outdoor Seating Available. Vented for Cooking.. Halletts Point is a vibrant new development along the picturesque East River waterfront in Astoria, Queens",Retail,Retail 4,2298,Upon Request,Inquiry form,,,,https://www.durst.org/properties/halletts-point,2026-07-20T08:53:18Z,,40.756678,-73.983372
The Durst Organization,Halletts Point,1155 Avenue of the Americas 1133 Avenue,"Approximate 93' of Frontage. 13'10""-18'6"" Slab-to-Slab Heights. All-Glass Storefront. Corner Location Next to Building Entrance. Vented for Cooking.. Halletts Point is a vibrant new development along the picturesque East River waterfront in Astoria, Queens",Retail,Retail 2,2206,Upon Request,Inquiry form,,,,https://www.durst.org/properties/halletts-point,2026-07-20T08:53:18Z,,40.756678,-73.983372
The Durst Organization,Halletts Point,1155 Avenue of the Americas 1133 Avenue,"Approximate 115' of Frontage. 14'6"" Slab-to-Slab Heights. All-Glass Storefront.. Halletts Point is a vibrant new development along the picturesque East River waterfront in Astoria, Queens",Retail,Retail 1,2198,Upon Request,Inquiry form,,,,https://www.durst.org/properties/halletts-point,2026-07-20T08:53:18Z,,40.756678,-73.983372
The Durst Organization,Halletts Point,1155 Avenue of the Americas 1133 Avenue,"• Seeking food trucks, farmers markets, sport complex, entertainment users, and more • Flexible and/or short lease terms • Delivered in current condition. Halletts Point is a vibrant new development along the picturesque East River waterfront in Astoria, Queens",Retail,40-50 Site,97980,Upon Request,Inquiry form,,,,https://www.durst.org/properties/halletts-point,2026-07-20T08:53:18Z,,40.756678,-73.983372
The Durst Organization,114 West 47,114 West,"A Headquarters Opportunity in the Heart of Midtown. 26 Stories, 600,000 SF.. 114 West 47 presents a rare full-building headquarters opportunity of 26 stories and 600,000 square feet. Positioned along the dynamic Sixth Avenue corridor, the building brings together identity, prestige, outdoor space, light, and views at a single address",Office,"Entire 3-15, 17, 22-26",600000,Upon Request,Inquiry form,,,,https://www.durst.org/properties/114-west-47,2026-07-20T08:53:18Z,,40.80101,-73.95175
The Durst Organization,825 Third Avenue,825 Third Avenue,"61,000SF Contiguous Block Available. Sweeping city and river views. Top-of-house exclusivity. Dynamic View glass installed in all windows automatically tints to mitigate direct sun and reduce glare.. 825 Third Avenue is thoroughly reimagined through a $150 million capital improvement program focused on performance, tenant comfort, modern aesthetics, and operational efficiency. From state-of-the-art MEP systems and dynamic glass windows to an exclusive tenant amenity space and industry-leading green building practices, 825 Third’s lifestyle-centric design defines the future of possibility",Office,Top of House 36-40,61000,Upon Request,Inquiry form,,,,https://www.durst.org/properties/825-third-avenue,2026-07-20T08:53:18Z,,40.755856,-73.97017
The Durst Organization,825 Third Avenue,825 Third Avenue,"Sweeping city and river views. Top-of-house exclusivity. Dynamic View glass installed in all windows automatically tints to mitigate direct sun and reduce glare.. 825 Third Avenue is thoroughly reimagined through a $150 million capital improvement program focused on performance, tenant comfort, modern aesthetics, and operational efficiency. From state-of-the-art MEP systems and dynamic glass windows to an exclusive tenant amenity space and industry-leading green building practices, 825 Third’s lifestyle-centric design defines the future of possibility",Office,Top of House 31,11145,Upon Request,Inquiry form,,,,https://www.durst.org/properties/825-third-avenue,2026-07-20T08:53:18Z,,40.755856,-73.97017
The Durst Organization,825 Third Avenue,825 Third Avenue,"Sweeping city and river views. Top-of-house exclusivity. Dynamic View glass installed in all windows automatically tints to mitigate direct sun and reduce glare.. 825 Third Avenue is thoroughly reimagined through a $150 million capital improvement program focused on performance, tenant comfort, modern aesthetics, and operational efficiency. From state-of-the-art MEP systems and dynamic glass windows to an exclusive tenant amenity space and industry-leading green building practices, 825 Third’s lifestyle-centric design defines the future of possibility",Office,Top of House 30,11856,Upon Request,Inquiry form,,,,https://www.durst.org/properties/825-third-avenue,2026-07-20T08:53:18Z,,40.755856,-73.97017
The Durst Organization,825 Third Avenue,825 Third Avenue,"Premium Move-In Ready Office Space. Boutique Floorplate. Dynamic View glass automatically tints to mitigate direct sun & reduce glare. Divisible. (Durst Ready prebuilt). 825 Third Avenue is thoroughly reimagined through a $150 million capital improvement program focused on performance, tenant comfort, modern aesthetics, and operational efficiency. From state-of-the-art MEP systems and dynamic glass windows to an exclusive tenant amenity space and industry-leading green building practices, 825 Third’s lifestyle-centric design defines the future of possibility",Office,Partial DurstReady 29,5230,Upon Request,Inquiry form,,,,https://www.durst.org/properties/825-third-avenue,2026-07-20T08:53:18Z,,40.755856,-73.97017
The Durst Organization,825 Third Avenue,825 Third Avenue,"Boutique Floorplate. Dynamic View Glass Automatically Tints to Mitigate Direct Sun and Reduce Glare. Premium Move-In Ready Office Space. Blended Open and Private Office Layout. (Durst Ready prebuilt). 825 Third Avenue is thoroughly reimagined through a $150 million capital improvement program focused on performance, tenant comfort, modern aesthetics, and operational efficiency. From state-of-the-art MEP systems and dynamic glass windows to an exclusive tenant amenity space and industry-leading green building practices, 825 Third’s lifestyle-centric design defines the future of possibility",Office,Partial DurstReady 28,6079,Upon Request,Inquiry form,,,,https://www.durst.org/properties/825-third-avenue,2026-07-20T08:53:18Z,,40.755856,-73.97017
The Durst Organization,825 Third Avenue,825 Third Avenue,"Recently completed $150 Million+ capital improvement program. State-of-the-art MEP systems with integrated BMS and digital twin. New entrance, lobby, amenity, and retail storefronts.. 825 Third Avenue is thoroughly reimagined through a $150 million capital improvement program focused on performance, tenant comfort, modern aesthetics, and operational efficiency. From state-of-the-art MEP systems and dynamic glass windows to an exclusive tenant amenity space and industry-leading green building practices, 825 Third’s lifestyle-centric design defines the future of possibility",Office,Partial 25,3784,Upon Request,Inquiry form,,,,https://www.durst.org/properties/825-third-avenue,2026-07-20T08:53:18Z,,40.755856,-73.97017
The Durst Organization,825 Third Avenue,825 Third Avenue,"Boutique floorplates. Floor-through sightlines punctuated by long-range views. Dynamic View Glass Installed in All Windows Automatically Tints to Mitigate Direct Sun and Reduce Glare.. 825 Third Avenue is thoroughly reimagined through a $150 million capital improvement program focused on performance, tenant comfort, modern aesthetics, and operational efficiency. From state-of-the-art MEP systems and dynamic glass windows to an exclusive tenant amenity space and industry-leading green building practices, 825 Third’s lifestyle-centric design defines the future of possibility",Office,Tower Floor 27,11816,Upon Request,Inquiry form,,,,https://www.durst.org/properties/825-third-avenue,2026-07-20T08:53:18Z,,40.755856,-73.97017
The Durst Organization,825 Third Avenue,825 Third Avenue,"Boutique Floorplate. Dynamic View glass automatically tints to mitigate direct sun & reduce glare. Premium Move-In Ready Office Space. Blended Open & Private Office Layout. Fully Furnished & Wired. (Durst Ready prebuilt). 825 Third Avenue is thoroughly reimagined through a $150 million capital improvement program focused on performance, tenant comfort, modern aesthetics, and operational efficiency. From state-of-the-art MEP systems and dynamic glass windows to an exclusive tenant amenity space and industry-leading green building practices, 825 Third’s lifestyle-centric design defines the future of possibility",Office,Partial DurstReady 20,5451,Upon Request,Inquiry form,,,,https://www.durst.org/properties/825-third-avenue,2026-07-20T08:53:18Z,,40.755856,-73.97017
The Durst Organization,825 Third Avenue,825 Third Avenue,"Boutique Floorplate Above Standard Finishes Premium Move-In Ready Office Space Blended Open & Private Office Layout Fully Furnished & Wired (Durst Ready prebuilt). 825 Third Avenue is thoroughly reimagined through a $150 million capital improvement program focused on performance, tenant comfort, modern aesthetics, and operational efficiency. From state-of-the-art MEP systems and dynamic glass windows to an exclusive tenant amenity space and industry-leading green building practices, 825 Third’s lifestyle-centric design defines the future of possibility",Office,DurstReady 17,5556,Upon Request,Inquiry form,,,,https://www.durst.org/properties/825-third-avenue,2026-07-20T08:53:18Z,,40.755856,-73.97017
The Durst Organization,825 Third Avenue,825 Third Avenue,"Floor-Through Sightlines Enhanced by Large Windows and Ample Light.. 825 Third Avenue is thoroughly reimagined through a $150 million capital improvement program focused on performance, tenant comfort, modern aesthetics, and operational efficiency. From state-of-the-art MEP systems and dynamic glass windows to an exclusive tenant amenity space and industry-leading green building practices, 825 Third’s lifestyle-centric design defines the future of possibility",Office,Podium Floors 6-8 & 11,19377,Upon Request,Inquiry form,,,,https://www.durst.org/properties/825-third-avenue,2026-07-20T08:53:18Z,,40.755856,-73.97017
The Durst Organization,825 Third Avenue,825 Third Avenue,"Prime Location Fronting Third Avenue.1,051 SF Lower Level Available. New Storefronts. 17’-6” to 20’ Ceiling Heights.. 825 Third Avenue is thoroughly reimagined through a $150 million capital improvement program focused on performance, tenant comfort, modern aesthetics, and operational efficiency. From state-of-the-art MEP systems and dynamic glass windows to an exclusive tenant amenity space and industry-leading green building practices, 825 Third’s lifestyle-centric design defines the future of possibility",Retail,Ground Floor Retail A,2506,Upon Request,Inquiry form,,,,https://www.durst.org/properties/825-third-avenue,2026-07-20T08:53:18Z,,40.755856,-73.97017
