landlord,building_name,address,description,space_type,floor_suite,size_sqft,rent,contact_role,contact_name,contact_email,contact_phone,source_url,scraped_at,neighborhood,lat,lng,image_url,slug,addr_key,year_built,floors,bldg_class,borough,building_use,rent_psf,is_available,fit_condition
Brookfield Properties,Brookfield Place - 200 Vesey Street,"Brookfield Place - 200 Vesey Street, 200 Vesey St, New York, New York, 10281-1013, US","200 Vesey Street is a 53-story building located along the Hudson River waterfront at Brookfield Place. Brookfield Place is home to luxury retail, dining, extensive public space, and world-class amenities. Brookfield Place New York is one of the most iconic placemaking destinations in the world, bringing together modern office space, cultural experiences, curated dining, and world-class shopping. The 14-acre commercial complex on the Hudson River in Lower Manhattan is animated year-round by Arts Brookfield, providing visitors ever-changing experiences, from art installations and live music to dining, shopping, and more.",Office,"Partial floor 25, Suite 2554",6892.0,Upon request,Office Leasing,Mikael Nahmias,mikael.nahmias@brookfieldproperties.com,917.586.8616,https://www.brookfieldproperties.com/en/our-properties/brookfield-place-200-vesey-street-199/,2026-07-21T17:04:27Z,,40.71392,-74.01469,https://cloudfront-us-east-1.images.arcpublishing.com/brookfieldproperties/NK4F4CIG4VFD7I4SG7S2FDL33Y.jpg,brookfield-place-200-vesey-street-199,BROOKFIELD PLACE,,,,Manhattan,commercial,,True,
Brookfield Properties,Brookfield Place - 200 Vesey Street,"Brookfield Place - 200 Vesey Street, 200 Vesey St, New York, New York, 10281-1013, US","200 Vesey Street is a 53-story building located along the Hudson River waterfront at Brookfield Place. Brookfield Place is home to luxury retail, dining, extensive public space, and world-class amenities. Brookfield Place New York is one of the most iconic placemaking destinations in the world, bringing together modern office space, cultural experiences, curated dining, and world-class shopping. The 14-acre commercial complex on the Hudson River in Lower Manhattan is animated year-round by Arts Brookfield, providing visitors ever-changing experiences, from art installations and live music to dining, shopping, and more.",Office,"Entire floor 18, Suite 1801",56087.0,Upon request,Office Leasing,Mikael Nahmias,mikael.nahmias@brookfieldproperties.com,917.586.8616,https://www.brookfieldproperties.com/en/our-properties/brookfield-place-200-vesey-street-199/,2026-07-21T17:04:27Z,,40.71392,-74.01469,https://cloudfront-us-east-1.images.arcpublishing.com/brookfieldproperties/NK4F4CIG4VFD7I4SG7S2FDL33Y.jpg,brookfield-place-200-vesey-street-199,BROOKFIELD PLACE,,,,Manhattan,commercial,,True,
Brookfield Properties,Brookfield Place - 200 Vesey Street,"Brookfield Place - 200 Vesey Street, 200 Vesey St, New York, New York, 10281-1013, US","200 Vesey Street is a 53-story building located along the Hudson River waterfront at Brookfield Place. Brookfield Place is home to luxury retail, dining, extensive public space, and world-class amenities. Brookfield Place New York is one of the most iconic placemaking destinations in the world, bringing together modern office space, cultural experiences, curated dining, and world-class shopping. The 14-acre commercial complex on the Hudson River in Lower Manhattan is animated year-round by Arts Brookfield, providing visitors ever-changing experiences, from art installations and live music to dining, shopping, and more.",Office,"Entire floor 17, Suite 1701",56088.0,Upon request,Office Leasing,Mikael Nahmias,mikael.nahmias@brookfieldproperties.com,917.586.8616,https://www.brookfieldproperties.com/en/our-properties/brookfield-place-200-vesey-street-199/,2026-07-21T17:04:27Z,,40.71392,-74.01469,https://cloudfront-us-east-1.images.arcpublishing.com/brookfieldproperties/NK4F4CIG4VFD7I4SG7S2FDL33Y.jpg,brookfield-place-200-vesey-street-199,BROOKFIELD PLACE,,,,Manhattan,commercial,,True,
Brookfield Properties,Brookfield Place - 225 Liberty Street,"Brookfield Place - 225 Liberty Street, 225 Liberty St, New York, New York, 10281-1048, US","225 Liberty Street is a 44-story building located along the Hudson River waterfront at Brookfield Place. Brookfield Place is home to luxury retail, dining, extensive public space and world-class amenities. Brookfield Place New York is one of the most iconic placemaking destinations in the world, bringing together modern office space, cultural experiences, curated dining and world-class shopping. The 14-acre commercial complex on the Hudson River in Lower Manhattan is animated year-round by Arts Brookfield, providing visitors ever-changing experiences, from art installations and live music to dining, shopping and more.",Office,,,,Office Leasing,Mikael Nahmias,mikael.nahmias@brookfieldproperties.com,917.586.8616,https://www.brookfieldproperties.com/en/our-properties/brookfield-place-225-liberty-street-201/,2026-07-21T17:04:28Z,,40.7115599999999,-74.01533,https://cloudfront-us-east-1.images.arcpublishing.com/brookfieldproperties/JCN6V5X3RFEGVMNP623HYD363I.jpg,brookfield-place-225-liberty-street-201,BROOKFIELD PLACE,,,,Manhattan,commercial,,False,
Brookfield Properties,Brookfield Place - 250 Vesey Street,"Brookfield Place - 250 Vesey Street, 250 Vesey St, New York, New York, 10281-1052, US","250 Vesey Street is a 34-story building located along the Hudson River waterfront at Brookfield Place. Brookfield Place is home to luxury retail, dining, extensive public space, and world-class amenities. Brookfield Place New York is one of the most iconic placemaking destinations in the world, bringing together modern office space, cultural experiences, curated dining, and world-class shopping. The 14-acre commercial complex on the Hudson River in Lower Manhattan is animated year-round by Arts Brookfield, providing visitors ever-changing experiences, from art installations and live music to dining, shopping, and more.",Office,,,,Office Leasing,Mikael Nahmias,mikael.nahmias@brookfieldproperties.com,917.586.8616,https://www.brookfieldproperties.com/en/our-properties/brookfield-place-250-vesey-street-202/,2026-07-21T17:04:30Z,,40.71444,-74.0158,https://cloudfront-us-east-1.images.arcpublishing.com/brookfieldproperties/GITMSAEPENEUFH2MU5RT3DPN44.jpg,brookfield-place-250-vesey-street-202,BROOKFIELD PLACE,,,,Manhattan,commercial,,False,
Brookfield Properties,Brookfield Place - 300 Vesey Street,"Brookfield Place - 300 Vesey Street, 300 Vesey Street One North End Avenue, New York, New York, 10281, US","300 Vesey Street is a 15-story building located along the Hudson River waterfront at Brookfield Place. Brookfield Place is home to luxury retail, dining, extensive public space, and world-class amenities. Brookfield Place New York is one of the most iconic placemaking destinations in the world, bringing together modern office space, cultural experiences, curated dining, and world-class shopping. The 14-acre commercial complex on the Hudson River in Lower Manhattan is animated year-round by Arts Brookfield, providing visitors ever-changing experiences, from art installations and live music to dining, shopping, and more.",Office,,,,Retail Leasing,Elisa Young,elisa.young@brookfieldproperties.com,212.417.7080,https://www.brookfieldproperties.com/en/our-properties/brookfield-place-300-vesey-street-204/,2026-07-21T17:04:33Z,,40.7145799999999,-74.016962,https://cloudfront-us-east-1.images.arcpublishing.com/brookfieldproperties/TFGEGLOCDJGURMSHPQSCG6OESM.jpg,brookfield-place-300-vesey-street-204,BROOKFIELD PLACE,,,,Manhattan,commercial,,False,
Brookfield Properties,Brookfield Place - Retail and Winter Garden,"Brookfield Place - Retail and Winter Garden, 230 Vesey St, New York, New York, 10281-1027, US","Brookfield Place New York is one of the most iconic placemaking destinations in the world, bringing together modern office space, cultural experiences, curated dining and world-class shopping. The 14-acre commercial complex on the Hudson River in Lower Manhattan is activated year-round through arts and events, providing visitors ever-changing experiences, from art installations and live music to dining, shopping and more.",Retail,,,,Leasing,Elisa Young,elisa.young@brookfieldproperties.com,212.417.7080,https://www.brookfieldproperties.com/en/our-properties/brookfield-place-retail-and-winter-garden-205/,2026-07-21T17:04:34Z,,40.7140460346747,-74.01471529,https://cloudfront-us-east-1.images.arcpublishing.com/brookfieldproperties/V6T2MPGVCFCXRAW5A7RYMIYJAA.jpg,brookfield-place-retail-and-winter-garden-205,BROOKFIELD PLACE,,,,Manhattan,commercial,,False,
Brookfield Properties,East River Plaza,"East River Plaza, 517 E 117th St., East Harlem, New York, 10035, US","<p>East River Plaza, originally the Washburn Wire Factory, was transformed into a retail power center by Blumenfeld Development Group, Ltd. to contribute to the revitalization of East Harlem. It is now home to brands like Marshalls, Old Navy, Target, Costco, and Aldi, providing New Yorkers a convenient shopping experience with the national retailers they love most. Throughout the shopping center, you can spot artwork by emerging artists and join in on community events hosted by East River Plaza.</p>",Retail,,,,Retail Leasing,Alex Varon,Alex.Varon@ggp.com,,https://www.brookfieldproperties.com/en/our-properties/east-river-plaza-261/,2026-07-21T17:04:37Z,,40.7955,-73.9311,https://cloudfront-us-east-1.images.arcpublishing.com/brookfieldproperties/7FKS7SDMXZCM7L4U2MEGFSVQIE.jpg,east-river-plaza-261,EAST RIVER PLAZA,,,,Manhattan,commercial,,False,
Brookfield Properties,Five Manhattan West,"Five Manhattan West, 450 W 33rd St, New York, New York, 10001-2603, US","Five Manhattan West is a 16-story office tower located at Manhattan West, unlike any in Manhattan, with floorplates over 110,000 square feet and soaring ceiling heights.",Office,,,,Office Leasing,David Caperna,david.caperna@brookfieldproperties.com,212.417.7147,https://www.brookfieldproperties.com/en/our-properties/five-manhattan-west-286/,2026-07-21T17:04:39Z,,40.7534399999999,-73.9988,https://cloudfront-us-east-1.images.arcpublishing.com/brookfieldproperties/W7CHGGZENJA5VOHVIWFKFJ3FDA.jpg,five-manhattan-west-286,5 MANHATTAN WEST,,,,Manhattan,commercial,,False,
Brookfield Properties,Four Manhattan West,"Four Manhattan West, 424/434 West 33rd Street, New York, New York, 10001, US","Four Manhattan West is a 13-story boutique office building on Brookfield's 8 million square foot mixed-use development, Manhattan West. Manhattan West is in the heart of Manhattan's newest neighborhood on the west side. At over 8 million square feet, Manhattan West is a thriving community made up of state-of-the-art, custom-designed office spaces, curated food, retail, pop-up experiences, abundant green space, homes, and a boutique hotel.",Office,,,,Office Leasing,David Caperna,david.caperna@brookfieldproperties.com,212.417.7147,https://www.brookfieldproperties.com/en/our-properties/four-manhattan-west-547/,2026-07-21T17:04:41Z,,40.7533260663869,-73.9981961,https://cloudfront-us-east-1.images.arcpublishing.com/brookfieldproperties/XFSSVCZJ7REOPBJ4JL3GVCEVRQ.jpg,four-manhattan-west-547,4 MANHATTAN WEST,,,,Manhattan,commercial,,False,
Brookfield Properties,Grace Building,"Grace Building, 1114 Avenue of the Americas, New York, New York, 10036-7703, US","The Grace Building is a 49-story office building located steps from Bryant Park and walking distance to both New York Penn Station and Grand Central Station. Casual and fine dining options are available onsite, and the 30,000 square feet outdoor plaza is activated year round by Arts Brookfield.",Office,,,,Retail Leasing,Claire Smith,claire.smith@brookfieldproperties.com,212.417.2456,https://www.brookfieldproperties.com/en/our-properties/grace-building-302/,2026-07-21T17:04:44Z,,40.7548299999999,-73.98285,https://cloudfront-us-east-1.images.arcpublishing.com/brookfieldproperties/WRDYMNWDDRHT5AYF3FPF5NAW5I.jpg,grace-building-302,GRACE BUILDING,,,,Manhattan,commercial,,False,
Brookfield Properties,Lever House,"Lever House, 390 Park Avenue, New York, New York, 10022, US","Making history, again. A mid-century vision for the future, updated for the modern era, Lever House, New York City's first all-glass office building, continues to inspire generations of metropolitan architecture with its revolutionary style and daring use of space. WatermanCLARK and Brookfield Properties are honoring this historic landmark with a $100 million redevelopment project, elevating Lever House's ideals for a future-facing, functional office beyond today's standards for modern service and hospitality.",Office,,,,Leasing,Peter Turchin,peter.turchin@cbre.com,,https://www.brookfieldproperties.com/en/our-properties/lever-house-1967/,2026-07-21T17:04:47Z,,40.759704,-73.972973,https://cloudfront-us-east-1.images.arcpublishing.com/brookfieldproperties/2P3IYKASBJDTRONTQJLOEWZ4RA.jpg,lever-house-1967,LEVER HOUSE,,,,Manhattan,commercial,,False,
Brookfield Properties,Manhattan West Retail,"Manhattan West Retail, 385 9th Ave, New York, New York, 10001, US","Manhattan West is an 8-acre, 6-building complex combining modern office space, and the best in residential living with vibrant cultural events and best-in-class retail, dining, and entertainment. Manhattan West is activated year-round with exciting, diverse experiences for visitors, residents, and workers to enjoy the culmination of our global experience. The retail offerings at Manhattan West have been meticulously curated for our office tenants. With our anchor tenants providing best-in-class options for grocery, fitness, and food, we have designed an experience to satisfy the needs of our tenants. Wellness, full-service and fast-casual dining options, and entertainment are intended to provide excitement and convenience before, during, and after work.",Retail,,,,Leasing,Robin Dinkin,robin.dinkin@brookfieldproperties.com,212.776.2284,https://www.brookfieldproperties.com/en/our-properties/manhattan-west-retail/,2026-07-21T17:04:50Z,,40.7524676962593,-73.9980801,https://cloudfront-us-east-1.images.arcpublishing.com/brookfieldproperties/MSHK6NIESFFXRPNI4CKIOZBBYA.jpg,manhattan-west-retail,MANHATTAN WEST RETAIL,,,,Manhattan,commercial,,False,
Brookfield Properties,One Liberty Plaza,"One Liberty Plaza, 165 Broadway, New York, New York, 10006-1404, US","One Liberty Plaza is the most conveniently located Downtown building with direct underground access to the Fulton Street Transit Center, Oculus World Trade Center, and Brookfield Place. The 54-story building offers column-free floor plates with sweeping views of New York Harbor, the Hudson and East Rivers.",Office,"Partial floor 27, Suite 2702",14854.0,Upon request,Office Leasing,Mikael Nahmias,mikael.nahmias@brookfieldproperties.com,917.586.8616,https://www.brookfieldproperties.com/en/our-properties/one-liberty-plaza-403/,2026-07-21T17:04:52Z,,40.71004,-74.01080333,https://cloudfront-us-east-1.images.arcpublishing.com/brookfieldproperties/V7HRR2THXBFWFLF3JILL43RH7A.jpg,one-liberty-plaza-403,1 LIBERTY PLAZA,,,,Manhattan,commercial,,True,
Brookfield Properties,One Liberty Plaza,"One Liberty Plaza, 165 Broadway, New York, New York, 10006-1404, US","One Liberty Plaza is the most conveniently located Downtown building with direct underground access to the Fulton Street Transit Center, Oculus World Trade Center, and Brookfield Place. The 54-story building offers column-free floor plates with sweeping views of New York Harbor, the Hudson and East Rivers.",Office,"Partial floor 29, Suite 2905",13122.0,Upon request,Office Leasing,Mikael Nahmias,mikael.nahmias@brookfieldproperties.com,917.586.8616,https://www.brookfieldproperties.com/en/our-properties/one-liberty-plaza-403/,2026-07-21T17:04:52Z,,40.71004,-74.01080333,https://cloudfront-us-east-1.images.arcpublishing.com/brookfieldproperties/V7HRR2THXBFWFLF3JILL43RH7A.jpg,one-liberty-plaza-403,1 LIBERTY PLAZA,,,,Manhattan,commercial,,True,
Brookfield Properties,One Liberty Plaza,"One Liberty Plaza, 165 Broadway, New York, New York, 10006-1404, US","One Liberty Plaza is the most conveniently located Downtown building with direct underground access to the Fulton Street Transit Center, Oculus World Trade Center, and Brookfield Place. The 54-story building offers column-free floor plates with sweeping views of New York Harbor, the Hudson and East Rivers.",Office,"Partial floor 28, Suite 2805",11507.0,Upon request,Office Leasing,Mikael Nahmias,mikael.nahmias@brookfieldproperties.com,917.586.8616,https://www.brookfieldproperties.com/en/our-properties/one-liberty-plaza-403/,2026-07-21T17:04:52Z,,40.71004,-74.01080333,https://cloudfront-us-east-1.images.arcpublishing.com/brookfieldproperties/V7HRR2THXBFWFLF3JILL43RH7A.jpg,one-liberty-plaza-403,1 LIBERTY PLAZA,,,,Manhattan,commercial,,True,
Brookfield Properties,One Manhattan West,"One Manhattan West, 395 9th Avenue, New York, New York, 10001, US","In addition to its incredible location, One Manhattan West benefits from the space efficiencies afforded by virtually column-free floor plates, multiple on-site amenities, robust infrastructure, high ceilings, and excellent light and views in all directions. Manhattan West is in the heart of Manhattan's newest neighborhood on the west side. At over 8 million square feet, Manhattan West is a thriving community made up of state-of-the-art, custom-designed office spaces, curated food, retail, pop-up experiences, abundant green space, homes, and a boutique hotel.",Office,"Entire floor 53, Suite 5300",31318.0,Upon request,Office Leasing,David Caperna,david.caperna@brookfieldproperties.com,212.417.7147,https://www.brookfieldproperties.com/en/our-properties/one-manhattan-west-404/,2026-07-21T17:04:53Z,,40.7526493004693,-73.997206,https://cloudfront-us-east-1.images.arcpublishing.com/brookfieldproperties/BRWD7F2HW5BXBFYTXQVYAWOTO4.jpg,one-manhattan-west-404,1 MANHATTAN WEST,,,,Manhattan,commercial,,True,
Brookfield Properties,One Manhattan West,"One Manhattan West, 395 9th Avenue, New York, New York, 10001, US","In addition to its incredible location, One Manhattan West benefits from the space efficiencies afforded by virtually column-free floor plates, multiple on-site amenities, robust infrastructure, high ceilings, and excellent light and views in all directions. Manhattan West is in the heart of Manhattan's newest neighborhood on the west side. At over 8 million square feet, Manhattan West is a thriving community made up of state-of-the-art, custom-designed office spaces, curated food, retail, pop-up experiences, abundant green space, homes, and a boutique hotel.",Office,"Partial floor 55, Suite 5520",5267.0,Upon request,Office Leasing,David Caperna,david.caperna@brookfieldproperties.com,212.417.7147,https://www.brookfieldproperties.com/en/our-properties/one-manhattan-west-404/,2026-07-21T17:04:53Z,,40.7526493004693,-73.997206,https://cloudfront-us-east-1.images.arcpublishing.com/brookfieldproperties/BRWD7F2HW5BXBFYTXQVYAWOTO4.jpg,one-manhattan-west-404,1 MANHATTAN WEST,,,,Manhattan,commercial,,True,
Brookfield Properties,One New York Plaza,"One New York Plaza, 1 New York Plaza, New York, New York, 10004-1901, US","One New York Plaza is a 50-story, Class A office tower located in the Financial District of Downtown Manhattan. The building measures 2.5M sq. ft. and overlooks The New York Harbor and The Battery - the front lawn of Lower Manhattan. Brookfield recently completed a $15MM renovation to the retail concourse level with the goal of providing an enhanced experience for its tenants. The on-site amenities, large efficient floorplates, abundant light, incredible views and access to multiple modes of transportation make One New York Plaza a destination of choice for tenants in a variety of industries.",Office,"Entire floor 35, Suite 3500",45729.0,Upon request,Office Leasing,David Caperna,david.caperna@brookfieldproperties.com,212.417.7147,https://www.brookfieldproperties.com/en/our-properties/one-new-york-plaza-407/,2026-07-21T17:04:55Z,,40.70253,-74.01333,https://cloudfront-us-east-1.images.arcpublishing.com/brookfieldproperties/5XXB5MJK6JGZ5G2QAHQFTGBX2E.jpg,one-new-york-plaza-407,1 NEW YORK PLAZA,,,,Manhattan,commercial,,True,
