landlord,building_name,address,description,space_type,floor_suite,size_sqft,rent,contact_role,contact_name,contact_email,contact_phone,source_url,scraped_at,neighborhood,lat,lng,image_url
George Comfort & Sons,307 West 38th Street,"307 West 38th Street, New York, NY 10018",IMMEDIATE availability,Office,17(1703),4770,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/307-west-38th-street/,2026-07-22T21:00:22Z,,40.75513157932733,-73.99454368459368,https://www.gcomfort.com/wp-content/uploads/2022/03/307-West-38th-Street.png
George Comfort & Sons,44 Wall Street,"44 Wall Street, New York, NY 10005",IMMEDIATE availability,Retail,Lower Level,6000,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/44-wall-street/,2026-07-22T21:00:22Z,,40.70663797933243,-74.0118484845952,https://www.gcomfort.com/wp-content/uploads/2022/03/44-Wall-Street.png
George Comfort & Sons,44 Wall Street,"44 Wall Street, New York, NY 10005",IMMEDIATE availability,Retail,Ground Floor,9168,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/44-wall-street/,2026-07-22T21:00:22Z,,40.70663797933243,-74.0118484845952,https://www.gcomfort.com/wp-content/uploads/2022/03/44-Wall-Street.png
George Comfort & Sons,44 Wall Street,"44 Wall Street, New York, NY 10005",IMMEDIATE availability,Office,5(504),3320,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/44-wall-street/,2026-07-22T21:00:22Z,,40.70663797933243,-74.0118484845952,https://www.gcomfort.com/wp-content/uploads/2022/03/44-Wall-Street.png
George Comfort & Sons,44 Wall Street,"44 Wall Street, New York, NY 10005",IMMEDIATE availability,Office,6(603),2519,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/44-wall-street/,2026-07-22T21:00:22Z,,40.70663797933243,-74.0118484845952,https://www.gcomfort.com/wp-content/uploads/2022/03/44-Wall-Street.png
George Comfort & Sons,44 Wall Street,"44 Wall Street, New York, NY 10005",IMMEDIATE availability,Office,7(703),3299,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/44-wall-street/,2026-07-22T21:00:22Z,,40.70663797933243,-74.0118484845952,https://www.gcomfort.com/wp-content/uploads/2022/03/44-Wall-Street.png
George Comfort & Sons,44 Wall Street,"44 Wall Street, New York, NY 10005",IMMEDIATE availability,Office,7(705),3332,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/44-wall-street/,2026-07-22T21:00:22Z,,40.70663797933243,-74.0118484845952,https://www.gcomfort.com/wp-content/uploads/2022/03/44-Wall-Street.png
George Comfort & Sons,44 Wall Street,"44 Wall Street, New York, NY 10005",IMMEDIATE availability,Office,11(1100),16906,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/44-wall-street/,2026-07-22T21:00:22Z,,40.70663797933243,-74.0118484845952,https://www.gcomfort.com/wp-content/uploads/2022/03/44-Wall-Street.png
George Comfort & Sons,44 Wall Street,"44 Wall Street, New York, NY 10005",IMMEDIATE availability,Office,14(1400),17337,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/44-wall-street/,2026-07-22T21:00:22Z,,40.70663797933243,-74.0118484845952,https://www.gcomfort.com/wp-content/uploads/2022/03/44-Wall-Street.png
George Comfort & Sons,44 Wall Street,"44 Wall Street, New York, NY 10005",IMMEDIATE availability,Office,15(1500),16808,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/44-wall-street/,2026-07-22T21:00:22Z,,40.70663797933243,-74.0118484845952,https://www.gcomfort.com/wp-content/uploads/2022/03/44-Wall-Street.png
George Comfort & Sons,44 Wall Street,"44 Wall Street, New York, NY 10005",IMMEDIATE availability,Office,16(1601),4995,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/44-wall-street/,2026-07-22T21:00:22Z,,40.70663797933243,-74.0118484845952,https://www.gcomfort.com/wp-content/uploads/2022/03/44-Wall-Street.png
George Comfort & Sons,44 Wall Street,"44 Wall Street, New York, NY 10005",IMMEDIATE availability,Office,17(1700),12091,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/44-wall-street/,2026-07-22T21:00:22Z,,40.70663797933243,-74.0118484845952,https://www.gcomfort.com/wp-content/uploads/2022/03/44-Wall-Street.png
George Comfort & Sons,44 Wall Street,"44 Wall Street, New York, NY 10005",IMMEDIATE availability,Office,18(1800),12544,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/44-wall-street/,2026-07-22T21:00:22Z,,40.70663797933243,-74.0118484845952,https://www.gcomfort.com/wp-content/uploads/2022/03/44-Wall-Street.png
George Comfort & Sons,44 Wall Street,"44 Wall Street, New York, NY 10005",IMMEDIATE availability,Office,19(1900),12537,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/44-wall-street/,2026-07-22T21:00:22Z,,40.70663797933243,-74.0118484845952,https://www.gcomfort.com/wp-content/uploads/2022/03/44-Wall-Street.png
George Comfort & Sons,44 Wall Street,"44 Wall Street, New York, NY 10005",IMMEDIATE availability,Office,21(2100),8871,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/44-wall-street/,2026-07-22T21:00:22Z,,40.70663797933243,-74.0118484845952,https://www.gcomfort.com/wp-content/uploads/2022/03/44-Wall-Street.png
George Comfort & Sons,44 Wall Street,"44 Wall Street, New York, NY 10005",IMMEDIATE availability,Office,23(2300),7590,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/44-wall-street/,2026-07-22T21:00:22Z,,40.70663797933243,-74.0118484845952,https://www.gcomfort.com/wp-content/uploads/2022/03/44-Wall-Street.png
George Comfort & Sons,44 Wall Street,"44 Wall Street, New York, NY 10005",IMMEDIATE availability,Office,24(2400),2083,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/44-wall-street/,2026-07-22T21:00:22Z,,40.70663797933243,-74.0118484845952,https://www.gcomfort.com/wp-content/uploads/2022/03/44-Wall-Street.png
George Comfort & Sons,168 Canal Street,"168 Canal Street, New York, NY 10013",IMMEDIATE availability,Office,3(306),3291,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/168-canal-street/,2026-07-22T21:00:22Z,,40.716328479331416,-73.99953258459492,https://www.gcomfort.com/wp-content/uploads/2022/03/168-Canal-Street.png
George Comfort & Sons,575 Lexington Avenue,"575 Lexington Avenue, New York, NY 10022",IMMEDIATE availability,Office,8(800),35865,Upon request,Leasing,Dana R. Pike,dpike@gcomfort.com,212.542.2116,https://www.gcomfort.com/portfolio-items/575-lexington-avenue/,2026-07-22T21:00:22Z,,40.757371979327,-73.97369478459366,https://www.gcomfort.com/wp-content/uploads/2022/03/575-Lexington-Avenue.png
George Comfort & Sons,575 Lexington Avenue,"575 Lexington Avenue, New York, NY 10022",IMMEDIATE availability,Office,15(1500),22281,Upon request,Leasing,Dana R. Pike,dpike@gcomfort.com,212.542.2116,https://www.gcomfort.com/portfolio-items/575-lexington-avenue/,2026-07-22T21:00:22Z,,40.757371979327,-73.97369478459366,https://www.gcomfort.com/wp-content/uploads/2022/03/575-Lexington-Avenue.png
George Comfort & Sons,575 Lexington Avenue,"575 Lexington Avenue, New York, NY 10022",IMMEDIATE availability,Office,19(1900),15226,Upon request,Leasing,Dana R. Pike,dpike@gcomfort.com,212.542.2116,https://www.gcomfort.com/portfolio-items/575-lexington-avenue/,2026-07-22T21:00:22Z,,40.757371979327,-73.97369478459366,https://www.gcomfort.com/wp-content/uploads/2022/03/575-Lexington-Avenue.png
George Comfort & Sons,575 Lexington Avenue,"575 Lexington Avenue, New York, NY 10022",IMMEDIATE availability,Office,20(2000),14565,Upon request,Leasing,Dana R. Pike,dpike@gcomfort.com,212.542.2116,https://www.gcomfort.com/portfolio-items/575-lexington-avenue/,2026-07-22T21:00:22Z,,40.757371979327,-73.97369478459366,https://www.gcomfort.com/wp-content/uploads/2022/03/575-Lexington-Avenue.png
George Comfort & Sons,575 Lexington Avenue,"575 Lexington Avenue, New York, NY 10022",IMMEDIATE availability,Office,24(2410),4382,Upon request,Leasing,Dana R. Pike,dpike@gcomfort.com,212.542.2116,https://www.gcomfort.com/portfolio-items/575-lexington-avenue/,2026-07-22T21:00:22Z,,40.757371979327,-73.97369478459366,https://www.gcomfort.com/wp-content/uploads/2022/03/575-Lexington-Avenue.png
George Comfort & Sons,575 Lexington Avenue,"575 Lexington Avenue, New York, NY 10022",IMMEDIATE availability,Office,26(2600),9850,Upon request,Leasing,Dana R. Pike,dpike@gcomfort.com,212.542.2116,https://www.gcomfort.com/portfolio-items/575-lexington-avenue/,2026-07-22T21:00:22Z,,40.757371979327,-73.97369478459366,https://www.gcomfort.com/wp-content/uploads/2022/03/575-Lexington-Avenue.png
George Comfort & Sons,575 Lexington Avenue,"575 Lexington Avenue, New York, NY 10022",IMMEDIATE availability,Office,28(2860),5326,Upon request,Leasing,Dana R. Pike,dpike@gcomfort.com,212.542.2116,https://www.gcomfort.com/portfolio-items/575-lexington-avenue/,2026-07-22T21:00:22Z,,40.757371979327,-73.97369478459366,https://www.gcomfort.com/wp-content/uploads/2022/03/575-Lexington-Avenue.png
George Comfort & Sons,575 Lexington Avenue,"575 Lexington Avenue, New York, NY 10022",IMMEDIATE availability,Office,29(2900),4774,Upon request,Leasing,Dana R. Pike,dpike@gcomfort.com,212.542.2116,https://www.gcomfort.com/portfolio-items/575-lexington-avenue/,2026-07-22T21:00:22Z,,40.757371979327,-73.97369478459366,https://www.gcomfort.com/wp-content/uploads/2022/03/575-Lexington-Avenue.png
George Comfort & Sons,575 Lexington Avenue,"575 Lexington Avenue, New York, NY 10022",IMMEDIATE availability,Office,33(3300),9811,Upon request,Leasing,Dana R. Pike,dpike@gcomfort.com,212.542.2116,https://www.gcomfort.com/portfolio-items/575-lexington-avenue/,2026-07-22T21:00:22Z,,40.757371979327,-73.97369478459366,https://www.gcomfort.com/wp-content/uploads/2022/03/575-Lexington-Avenue.png
George Comfort & Sons,16 East 34th Street,"16 East 34th Street, New York, NY 10016",IMMEDIATE availability,Retail,Ground Floor,13475,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/16e-34th-st/,2026-07-22T21:00:22Z,,40.74776550000001,-73.98378319999999,https://www.gcomfort.com/wp-content/uploads/2025/06/25KCJP_16E34_RF_Amenity-11-lowres_uid_68517e61b77c6.jpg
George Comfort & Sons,16 East 34th Street,"16 East 34th Street, New York, NY 10016",IMMEDIATE availability,Office,E 2nd FL,19355,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/16e-34th-st/,2026-07-22T21:00:22Z,,40.74776550000001,-73.98378319999999,https://www.gcomfort.com/wp-content/uploads/2025/06/25KCJP_16E34_RF_Amenity-11-lowres_uid_68517e61b77c6.jpg
George Comfort & Sons,16 East 34th Street,"16 East 34th Street, New York, NY 10016",IMMEDIATE availability,Office,E 3rd FL,19355,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/16e-34th-st/,2026-07-22T21:00:22Z,,40.74776550000001,-73.98378319999999,https://www.gcomfort.com/wp-content/uploads/2025/06/25KCJP_16E34_RF_Amenity-11-lowres_uid_68517e61b77c6.jpg
George Comfort & Sons,16 East 34th Street,"16 East 34th Street, New York, NY 10016",IMMEDIATE availability,Office,E 4th FL,19258,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/16e-34th-st/,2026-07-22T21:00:22Z,,40.74776550000001,-73.98378319999999,https://www.gcomfort.com/wp-content/uploads/2025/06/25KCJP_16E34_RF_Amenity-11-lowres_uid_68517e61b77c6.jpg
George Comfort & Sons,16 East 34th Street,"16 East 34th Street, New York, NY 10016",IMMEDIATE availability,Office,E 5th FL,19258,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/16e-34th-st/,2026-07-22T21:00:22Z,,40.74776550000001,-73.98378319999999,https://www.gcomfort.com/wp-content/uploads/2025/06/25KCJP_16E34_RF_Amenity-11-lowres_uid_68517e61b77c6.jpg
George Comfort & Sons,16 East 34th Street,"16 East 34th Street, New York, NY 10016",IMMEDIATE availability,Office,E 6th FL,19258,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/16e-34th-st/,2026-07-22T21:00:22Z,,40.74776550000001,-73.98378319999999,https://www.gcomfort.com/wp-content/uploads/2025/06/25KCJP_16E34_RF_Amenity-11-lowres_uid_68517e61b77c6.jpg
George Comfort & Sons,16 East 34th Street,"16 East 34th Street, New York, NY 10016",IMMEDIATE availability,Office,E 7th FL,19258,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/16e-34th-st/,2026-07-22T21:00:22Z,,40.74776550000001,-73.98378319999999,https://www.gcomfort.com/wp-content/uploads/2025/06/25KCJP_16E34_RF_Amenity-11-lowres_uid_68517e61b77c6.jpg
George Comfort & Sons,16 East 34th Street,"16 East 34th Street, New York, NY 10016",IMMEDIATE availability,Office,E 11th FL,19258,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/16e-34th-st/,2026-07-22T21:00:22Z,,40.74776550000001,-73.98378319999999,https://www.gcomfort.com/wp-content/uploads/2025/06/25KCJP_16E34_RF_Amenity-11-lowres_uid_68517e61b77c6.jpg
George Comfort & Sons,16 East 34th Street,"16 East 34th Street, New York, NY 10016",IMMEDIATE availability,Office,P 12th FL,7195,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/16e-34th-st/,2026-07-22T21:00:22Z,,40.74776550000001,-73.98378319999999,https://www.gcomfort.com/wp-content/uploads/2025/06/25KCJP_16E34_RF_Amenity-11-lowres_uid_68517e61b77c6.jpg
George Comfort & Sons,16 East 34th Street,"16 East 34th Street, New York, NY 10016",IMMEDIATE availability,Office,P 12th FL,11613,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/16e-34th-st/,2026-07-22T21:00:22Z,,40.74776550000001,-73.98378319999999,https://www.gcomfort.com/wp-content/uploads/2025/06/25KCJP_16E34_RF_Amenity-11-lowres_uid_68517e61b77c6.jpg
George Comfort & Sons,16 East 34th Street,"16 East 34th Street, New York, NY 10016",IMMEDIATE availability,Office,E 14th FL,18964,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/16e-34th-st/,2026-07-22T21:00:22Z,,40.74776550000001,-73.98378319999999,https://www.gcomfort.com/wp-content/uploads/2025/06/25KCJP_16E34_RF_Amenity-11-lowres_uid_68517e61b77c6.jpg
George Comfort & Sons,16 East 34th Street,"16 East 34th Street, New York, NY 10016",IMMEDIATE availability,Office,E 15th FL,18685,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/16e-34th-st/,2026-07-22T21:00:22Z,,40.74776550000001,-73.98378319999999,https://www.gcomfort.com/wp-content/uploads/2025/06/25KCJP_16E34_RF_Amenity-11-lowres_uid_68517e61b77c6.jpg
George Comfort & Sons,16 East 34th Street,"16 East 34th Street, New York, NY 10016",IMMEDIATE availability,Office,E 16th FL,18288,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/16e-34th-st/,2026-07-22T21:00:22Z,,40.74776550000001,-73.98378319999999,https://www.gcomfort.com/wp-content/uploads/2025/06/25KCJP_16E34_RF_Amenity-11-lowres_uid_68517e61b77c6.jpg
George Comfort & Sons,16 East 34th Street,"16 East 34th Street, New York, NY 10016",IMMEDIATE availability,Office,E 17th FL,17932,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/16e-34th-st/,2026-07-22T21:00:22Z,,40.74776550000001,-73.98378319999999,https://www.gcomfort.com/wp-content/uploads/2025/06/25KCJP_16E34_RF_Amenity-11-lowres_uid_68517e61b77c6.jpg
George Comfort & Sons,16 East 34th Street,"16 East 34th Street, New York, NY 10016",IMMEDIATE availability,Office,E20th FL,16226,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/16e-34th-st/,2026-07-22T21:00:22Z,,40.74776550000001,-73.98378319999999,https://www.gcomfort.com/wp-content/uploads/2025/06/25KCJP_16E34_RF_Amenity-11-lowres_uid_68517e61b77c6.jpg
George Comfort & Sons,2 Wall Street,"2 Wall Street, New York, NY 10005",IMMEDIATE availability,Office,3(302),2095,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/2-wall-street/,2026-07-22T21:00:22Z,,40.70774077348378,-74.01217807546725,https://www.gcomfort.com/wp-content/uploads/2025/06/002Ext_uid_685c1404791e1s.jpg
George Comfort & Sons,2 Wall Street,"2 Wall Street, New York, NY 10005",IMMEDIATE availability,Office,4(400),9781,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/2-wall-street/,2026-07-22T21:00:22Z,,40.70774077348378,-74.01217807546725,https://www.gcomfort.com/wp-content/uploads/2025/06/002Ext_uid_685c1404791e1s.jpg
George Comfort & Sons,2 Wall Street,"2 Wall Street, New York, NY 10005",IMMEDIATE availability,Office,510,3632,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/2-wall-street/,2026-07-22T21:00:22Z,,40.70774077348378,-74.01217807546725,https://www.gcomfort.com/wp-content/uploads/2025/06/002Ext_uid_685c1404791e1s.jpg
George Comfort & Sons,2 Wall Street,"2 Wall Street, New York, NY 10005",IMMEDIATE availability,Office,520,4310,Upon request,Leasing,Alexander N. Bermingham,abermingham@gcomfort.com,212.542.2189,https://www.gcomfort.com/portfolio-items/2-wall-street/,2026-07-22T21:00:22Z,,40.70774077348378,-74.01217807546725,https://www.gcomfort.com/wp-content/uploads/2025/06/002Ext_uid_685c1404791e1s.jpg
